cv volume value,ecmop1,ppcw,ppadia,ppaavg,pcv,ppasys,paodia,ecmop2,ecmop3,paoavg,cor,col
2242.042,-13.9637,29.9816,30.021,32.7871,10.6796,48.0567,104.4759,189.2204,168.5204,123.3194,5.1273,5.1273
2246.8468,-13.9252,30.0454,30.0852,32.8516,10.7156,48.1249,104.5254,189.2685,168.5685,123.3741,5.1287,5.1287
2251.6517,-13.8868,30.1091,30.1493,32.9161,10.7516,48.1931,104.5749,189.3165,168.6165,123.4287,5.1301,5.1301
2256.4565,-13.8483,30.1728,30.2135,32.9806,10.7877,48.2613,104.6244,189.3646,168.6646,123.4834,5.1315,5.1315
2261.2613,-13.8099,30.2366,30.2777,33.0452,10.8237,48.3295,104.674,189.4126,168.7126,123.5381,5.1329,5.1329
2266.0661,-13.7715,30.3003,30.3419,33.1097,10.8597,48.3977,104.7235,189.4607,168.7607,123.5928,5.1343,5.1343
2270.8709,-13.733,30.364,30.406,33.1742,10.8957,48.4659,104.773,189.5087,168.8087,123.6474,5.1358,5.1357
2275.6757,-13.6946,30.4278,30.4702,33.2387,10.9318,48.5341,104.8225,189.5568,168.8568,123.7021,5.1372,5.1372
2280.4805,-13.6562,30.4915,30.5344,33.3032,10.9678,48.6023,104.8721,189.6048,168.9048,123.7568,5.1386,5.1386
2285.2853,-13.6177,30.5553,30.5985,33.3677,11.0038,48.6705,104.9216,189.6529,168.9529,123.8115,5.14,5.14
2290.0901,-13.5793,30.619,30.6627,33.4322,11.0398,48.7387,104.9711,189.7009,169.0009,123.8661,5.1414,5.1414
2294.8949,-13.5408,30.6827,30.7269,33.4967,11.0759,48.8069,105.0206,189.7489,169.0489,123.9208,5.1428,5.1428
2299.6997,-13.5024,30.7465,30.7911,33.5612,11.1119,48.8751,105.0702,189.797,169.097,123.9755,5.1442,5.1442
2304.5045,-13.464,30.8071,30.8521,33.6225,11.1495,48.9394,105.1195,189.8495,169.1495,124.0292,5.1454,5.1454
2309.3093,-13.4255,30.8676,30.9129,33.6836,11.1871,49.0034,105.1689,189.9024,169.2024,124.0829,5.1466,5.1466
2314.1141,-13.3871,30.928,30.9738,33.7447,11.2248,49.0675,105.2183,189.9553,169.2553,124.1365,5.1478,5.1478
2318.9189,-13.3486,30.9884,31.0346,33.8058,11.2625,49.1315,105.2676,190.0081,169.3081,124.1902,5.149,5.149
2323.7237,-13.3102,31.0489,31.0955,33.8669,11.3002,49.1956,105.317,190.061,169.361,124.2439,5.1502,5.1502
2328.5285,-13.2718,31.1093,31.1563,33.928,11.3378,49.2596,105.3664,190.1138,169.4138,124.2975,5.1514,5.1514
2333.3333,-13.2333,31.1698,31.2172,33.9891,11.3755,49.3237,105.4157,190.1667,169.4667,124.3512,5.1526,5.1526
2338.1381,-13.1949,31.2302,31.278,34.0502,11.4132,49.3877,105.4651,190.2195,169.5195,124.4049,5.1538,5.1537
2342.9429,-13.1565,31.2907,31.3389,34.1113,11.4508,49.4518,105.5145,190.2724,169.5724,124.4585,5.1549,5.1549
2347.7477,-13.118,31.3511,31.3997,34.1724,11.4885,49.5158,105.5638,190.3252,169.6252,124.5122,5.1561,5.1561
2352.5526,-13.0796,31.4116,31.4605,34.2335,11.5262,49.5799,105.6132,190.3781,169.6781,124.5659,5.1573,5.1573
2357.3574,-13.0411,31.472,31.5214,34.2946,11.5639,49.6439,105.6625,190.4309,169.7309,124.6195,5.1585,5.1585
2362.1622,-13.0027,31.5325,31.5822,34.3557,11.6015,49.708,105.7119,190.4838,169.7838,124.6732,5.1597,5.1597
2366.967,-12.9643,31.5929,31.6431,34.4168,11.6392,49.772,105.7613,190.5366,169.8366,124.7269,5.1609,5.1609
2371.7718,-12.9258,31.6534,31.7039,34.4779,11.6769,49.8361,105.8106,190.5895,169.8895,124.7805,5.1621,5.1621
2376.5766,-12.8874,31.7138,31.7648,34.539,11.7146,49.9001,105.86,190.6423,169.9423,124.8342,5.1633,5.1633
2381.3814,-12.8489,31.7743,31.8256,34.6001,11.7522,49.9642,105.9094,190.6952,169.9952,124.8879,5.1645,5.1645
2386.1862,-12.8105,31.8347,31.8865,34.6612,11.7899,50.0282,105.9587,190.748,170.048,124.9415,5.1657,5.1657
2390.991,-12.7721,31.8952,31.9473,34.7223,11.8276,50.0923,106.0081,190.8009,170.1009,124.9952,5.1669,5.1669
2395.7958,-12.7336,31.9556,32.0081,34.7834,11.8653,50.1563,106.0575,190.8538,170.1538,125.0488,5.168,5.168
2400.6006,-12.6952,32.0154,32.0683,34.8438,11.9033,50.2197,106.1068,190.906,170.206,125.1024,5.1693,5.1692
2405.4054,-12.6568,32.0703,32.1236,34.8994,11.9434,50.278,106.156,190.9541,170.2541,125.1548,5.1706,5.1701
2410.2102,-12.6183,32.1253,32.179,34.955,11.9836,50.3364,106.2051,191.0021,170.3021,125.2072,5.172,5.171
2415.015,-12.5799,32.1802,32.2343,35.0107,12.0238,50.3948,106.2543,191.0502,170.3502,125.2596,5.1733,5.1719
2419.8198,-12.5414,32.2352,32.2897,35.0663,12.064,50.4532,106.3035,191.0982,170.3982,125.312,5.1747,5.1729
2424.6246,-12.503,32.2901,32.345,35.1219,12.1042,50.5116,106.3526,191.1462,170.4462,125.3644,5.1761,5.1738
2429.4294,-12.4646,32.3451,32.4003,35.1775,12.1444,50.57,106.4018,191.1943,170.4943,125.4168,5.1774,5.1747
2434.2342,-12.4261,32.4,32.4557,35.2332,12.1846,50.6284,106.4509,191.2423,170.5423,125.4692,5.1788,5.1756
2439.039,-12.3877,32.455,32.511,35.2888,12.2248,50.6868,106.5001,191.2904,170.5904,125.5216,5.1802,5.1765
2443.8438,-12.3492,32.5099,32.5664,35.3444,12.265,50.7452,106.5493,191.3384,170.6384,125.574,5.1815,5.1774
2448.6486,-12.3108,32.5649,32.6217,35.4,12.3051,50.8036,106.5984,191.3865,170.6865,125.6264,5.1829,5.1783
2453.4535,-12.2724,32.6198,32.677,35.4557,12.3453,50.862,106.6476,191.4345,170.7345,125.6788,5.1842,5.1792
2458.2583,-12.2339,32.6747,32.7324,35.5113,12.3855,50.9204,106.6968,191.4826,170.7826,125.7312,5.1856,5.1802
2463.0631,-12.1955,32.7297,32.7877,35.5669,12.4257,50.9788,106.7459,191.5306,170.8306,125.7836,5.187,5.1811
2467.8679,-12.1571,32.7846,32.8431,35.6225,12.4659,51.0372,106.7951,191.5787,170.8787,125.836,5.1883,5.182
2472.6727,-12.1186,32.8396,32.8984,35.6782,12.5061,51.0956,106.8442,191.6267,170.9267,125.8884,5.1897,5.1829
2477.4775,-12.0802,32.8945,32.9538,35.7338,12.5463,51.154,106.8934,191.6748,170.9748,125.9408,5.1911,5.1838
2482.2823,-12.0417,32.9495,33.0091,35.7894,12.5865,51.2124,106.9426,191.7228,171.0228,125.9932,5.1924,5.1847
2487.0871,-12.0033,33.0044,33.0644,35.845,12.6267,51.2708,106.9917,191.7709,171.0709,126.0456,5.1938,5.1856
2491.8919,-11.9649,33.0594,33.1198,35.9007,12.6668,51.3292,107.0409,191.8189,171.1189,126.098,5.1951,5.1866
2496.6967,-11.9264,33.1143,33.1751,35.9563,12.707,51.3875,107.0901,191.867,171.167,126.1504,5.1965,5.1875
2501.5015,-11.8865,33.17,33.2311,36.0125,12.747,51.4461,107.1391,191.915,171.215,126.2027,5.1976,5.1884
2506.3063,-11.8432,33.2271,33.2886,36.07,12.7866,51.505,107.188,191.9631,171.2631,126.255,5.1981,5.1893
2511.1111,-11.8,33.2843,33.346,36.1275,12.8262,51.5639,107.2369,192.0111,171.3111,126.3072,5.1986,5.1903
2515.9159,-11.7568,33.3414,33.4035,36.185,12.8658,51.6229,107.2858,192.0592,171.3592,126.3594,5.1991,5.1912
2520.7207,-11.7135,33.3986,33.4609,36.2425,12.9054,51.6818,107.3346,192.1072,171.4072,126.4116,5.1996,5.1921
2525.5255,-11.6703,33.4557,33.5184,36.2999,12.9449,51.7407,107.3835,192.1553,171.4553,126.4638,5.2001,5.1931
2530.3303,-11.627,33.5129,33.5758,36.3574,12.9845,51.7996,107.4324,192.2033,171.5033,126.5161,5.2005,5.194
2535.1351,-11.5838,33.57,33.6333,36.4149,13.0241,51.8585,107.4812,192.2514,171.5514,126.5683,5.201,5.195
2539.9399,-11.5405,33.6272,33.6907,36.4724,13.0637,51.9175,107.5301,192.2994,171.5994,126.6205,5.2015,5.1959
2544.7447,-11.4973,33.6843,33.7481,36.5299,13.1033,51.9764,107.579,192.3474,171.6474,126.6727,5.202,5.1968
2549.5495,-11.4541,33.7415,33.8056,36.5874,13.1428,52.0353,107.6278,192.3955,171.6955,126.7249,5.2025,5.1978
2554.3544,-11.4108,33.7986,33.863,36.6449,13.1824,52.0942,107.6767,192.4435,171.7435,126.7772,5.203,5.1987
2559.1592,-11.3676,33.8558,33.9205,36.7023,13.222,52.1531,107.7256,192.4916,171.7916,126.8294,5.2035,5.1997
2563.964,-11.3243,33.9129,33.9779,36.7598,13.2616,52.2121,107.7745,192.5396,171.8396,126.8816,5.204,5.2006
2568.7688,-11.2811,33.9701,34.0354,36.8173,13.3012,52.271,107.8233,192.5877,171.8877,126.9338,5.2045,5.2015
2573.5736,-11.2378,34.0272,34.0928,36.8748,13.3407,52.3299,107.8722,192.6357,171.9357,126.986,5.205,5.2025
2578.3784,-11.1946,34.0844,34.1503,36.9323,13.3803,52.3888,107.9211,192.6838,171.9838,127.0383,5.2054,5.2034
2583.1832,-11.1514,34.1415,34.2077,36.9898,13.4199,52.4477,107.9699,192.7318,172.0318,127.0905,5.2059,5.2044
2587.988,-11.1081,34.1987,34.2652,37.0473,13.4595,52.5067,108.0188,192.7799,172.0799,127.1427,5.2064,5.2053
2592.7928,-11.0649,34.2558,34.3226,37.1048,13.499,52.5656,108.0677,192.8279,172.1279,127.1949,5.2069,5.2062
2597.5976,-11.0216,34.313,34.3801,37.1622,13.5386,52.6245,108.1166,192.876,172.176,127.2471,5.2074,5.2072
2602.4024,-10.9784,34.3661,34.4336,37.2158,13.5799,52.6797,108.1654,192.924,172.224,127.2987,5.2082,5.2079
2607.2072,-10.9351,34.4153,34.4831,37.2656,13.623,52.7312,108.2141,192.9721,172.2721,127.3496,5.2093,5.2086
2612.012,-10.8919,34.4645,34.5326,37.3153,13.666,52.7827,108.2629,193.0201,172.3201,127.4005,5.2104,5.2092
2616.8168,-10.8486,34.5137,34.5821,37.365,13.7091,52.8342,108.3117,193.0682,172.3682,127.4514,5.2115,5.2098
2621.6216,-10.8054,34.5629,34.6317,37.4147,13.7521,52.8857,108.3604,193.1162,172.4162,127.5023,5.2126,5.2104
2626.4264,-10.7622,34.6121,34.6812,37.4645,13.7951,52.9372,108.4092,193.1643,172.4643,127.5532,5.2137,5.211
2631.2312,-10.7189,34.6613,34.7307,37.5142,13.8382,52.9887,108.458,193.2123,172.5123,127.6041,5.2148,5.2116
2636.036,-10.6757,34.7105,34.7803,37.5639,13.8812,53.0402,108.5068,193.2604,172.5604,127.655,5.2159,5.2122
2640.8408,-10.6324,34.7597,34.8298,37.6136,13.9243,53.0917,108.5555,193.3084,172.6084,127.7059,5.217,5.2128
2645.6456,-10.5892,34.8089,34.8793,37.6634,13.9673,53.1431,108.6043,193.3565,172.6565,127.7568,5.2181,5.2134
2650.4505,-10.5459,34.8581,34.9288,37.7131,14.0103,53.1946,108.6531,193.4045,172.7045,127.8077,5.2192,5.214
2655.2553,-10.5027,34.9073,34.9784,37.7628,14.0534,53.2461,108.7018,193.4526,172.7526,127.8586,5.2203,5.2146
2660.0601,-10.4595,34.9565,35.0279,37.8125,14.0964,53.2976,108.7506,193.5006,172.8006,127.9095,5.2214,5.2152
2664.8649,-10.4162,35.0057,35.0774,37.8623,14.1394,53.3491,108.7994,193.5486,172.8486,127.9604,5.2225,5.2158
2669.6697,-10.373,35.0549,35.127,37.912,14.1825,53.4006,108.8481,193.5967,172.8967,128.0113,5.2236,5.2164
2674.4745,-10.3297,35.1041,35.1765,37.9617,14.2255,53.4521,108.8969,193.6447,172.9447,128.0622,5.2247,5.217
2679.2793,-10.2865,35.1533,35.226,38.0114,14.2686,53.5036,108.9457,193.6928,172.9928,128.1131,5.2258,5.2176
2684.0841,-10.2432,35.2025,35.2755,38.0612,14.3116,53.5551,108.9944,193.7408,173.0408,128.164,5.2269,5.2182
2688.8889,-10.2,35.2517,35.3251,38.1109,14.3546,53.6066,109.0432,193.7889,173.0889,128.2149,5.228,5.2188
2693.6937,-10.1568,35.3009,35.3746,38.1606,14.3977,53.6581,109.092,193.8369,173.1369,128.2658,5.2292,5.2194
2698.4985,-10.1135,35.3501,35.4241,38.2103,14.4407,53.7096,109.1407,193.885,173.185,128.3167,5.2303,5.22
2703.3033,-10.0703,35.3969,35.4712,38.2576,14.4849,53.7584,109.1897,193.933,173.2363,128.3674,5.2314,5.2205
2708.1081,-10.027,35.4425,35.5171,38.3037,14.5296,53.806,109.2388,193.9811,173.2892,128.418,5.2325,5.2209
2712.9129,-9.9838,35.4881,35.563,38.3499,14.5743,53.8537,109.2879,194.0291,173.342,128.4686,5.2336,5.2214
2717.7177,-9.9405,35.5337,35.6089,38.396,14.619,53.9013,109.337,194.0772,173.3949,128.5192,5.2347,5.2218
2722.5225,-9.8973,35.5794,35.6548,38.4421,14.6637,53.9489,109.3861,194.1252,173.4477,128.5698,5.2359,5.2223
2727.3273,-9.8541,35.625,35.7007,38.4883,14.7084,53.9965,109.4352,194.1733,173.5006,128.6204,5.237,5.2227
2732.1321,-9.8108,35.6706,35.7466,38.5344,14.7531,54.0442,109.4843,194.2213,173.5535,128.671,5.2381,5.2231
2736.9369,-9.7676,35.7162,35.7925,38.5805,14.7978,54.0918,109.5334,194.2694,173.6063,128.7217,5.2392,5.2236
2741.7417,-9.7243,35.7619,35.8384,38.6267,14.8425,54.1394,109.5825,194.3174,173.6592,128.7723,5.2404,5.224
2746.5465,-9.6811,35.8075,35.8843,38.6728,14.8872,54.187,109.6315,194.3655,173.712,128.8229,5.2415,5.2244
2751.3514,-9.6378,35.8531,35.9302,38.7189,14.9319,54.2347,109.6806,194.4135,173.7649,128.8735,5.2426,5.2249
2756.1562,-9.5946,35.8987,35.9761,38.7651,14.9767,54.2823,109.7297,194.4616,173.8177,128.9241,5.2437,5.2253
2760.961,-9.5514,35.9444,36.022,38.8112,15.0214,54.3299,109.7788,194.5096,173.8706,128.9747,5.2449,5.2257
2765.7658,-9.5081,35.99,36.0679,38.8573,15.0661,54.3775,109.8279,194.5577,173.9234,129.0253,5.246,5.2262
2770.5706,-9.4649,36.0356,36.1138,38.9035,15.1108,54.4252,109.877,194.6057,173.9763,129.0759,5.2471,5.2266
2775.3754,-9.4216,36.0812,36.1597,38.9496,15.1555,54.4728,109.9261,194.6538,174.0291,129.1265,5.2482,5.227
2780.1802,-9.3784,36.1269,36.2056,38.9957,15.2002,54.5204,109.9752,194.7018,174.082,129.1772,5.2494,5.2275
2784.985,-9.3351,36.1725,36.2515,39.0419,15.2449,54.5681,110.0243,194.7498,174.1348,129.2278,5.2505,5.2279
2789.7898,-9.2919,36.2181,36.2974,39.088,15.2896,54.6157,110.0734,194.7979,174.1877,129.2784,5.2516,5.2284
2794.5946,-9.2486,36.2638,36.3433,39.1341,15.3343,54.6633,110.1225,194.8459,174.2405,129.329,5.2527,5.2288
2799.3994,-9.2054,36.3094,36.3892,39.1803,15.379,54.7109,110.1716,194.894,174.2934,129.3796,5.2539,5.2292
2804.2042,-9.1622,36.3545,36.4337,39.2258,15.4241,54.7575,110.2206,194.9462,174.342,129.4301,5.2547,5.2296
2809.009,-9.1189,36.3996,36.4781,39.2713,15.4692,54.8039,110.2696,194.9991,174.3901,129.4805,5.2555,5.23
2813.8138,-9.0757,36.4447,36.5225,39.3168,15.5143,54.8503,110.3187,195.052,174.4381,129.531,5.2563,5.2304
2818.6186,-9.0324,36.4898,36.5669,39.3622,15.5595,54.8967,110.3677,195.1048,174.4862,129.5814,5.2571,5.2308
2823.4234,-8.9892,36.5349,36.6112,39.4077,15.6046,54.9431,110.4168,195.1577,174.5342,129.6319,5.2579,5.2312
2828.2282,-8.9459,36.58,36.6556,39.4532,15.6497,54.9895,110.4658,195.2105,174.5823,129.6824,5.2587,5.2315
2833.033,-8.9027,36.6251,36.7,39.4986,15.6948,55.0359,110.5149,195.2634,174.6303,129.7328,5.2595,5.2319
2837.8378,-8.8595,36.6702,36.7444,39.5441,15.74,55.0823,110.5639,195.3162,174.6784,129.7833,5.2603,5.2323
2842.6426,-8.8162,36.7153,36.7887,39.5896,15.7851,55.1287,110.613,195.3691,174.7264,129.8337,5.2611,5.2327
2847.4474,-8.773,36.7604,36.8331,39.635,15.8302,55.1751,110.662,195.4219,174.7745,129.8842,5.2619,5.2331
2852.2523,-8.7297,36.8055,36.8775,39.6805,15.8754,55.2215,110.7111,195.4748,174.8225,129.9346,5.2627,5.2335
2857.0571,-8.6865,36.8506,36.9219,39.726,15.9205,55.2679,110.7601,195.5276,174.8706,129.9851,5.2635,5.2338
2861.8619,-8.6432,36.8957,36.9662,39.7714,15.9656,55.3143,110.8092,195.5805,174.9186,130.0355,5.2643,5.2342
2866.6667,-8.6,36.9408,37.0106,39.8169,16.0107,55.3608,110.8582,195.6333,174.9667,130.086,5.2651,5.2346
2871.4715,-8.5568,36.9859,37.055,39.8624,16.0559,55.4072,110.9072,195.6862,175.0147,130.1364,5.2659,5.235
2876.2763,-8.5135,37.031,37.0994,39.9078,16.101,55.4536,110.9563,195.739,175.0628,130.1869,5.2667,5.2354
2881.0811,-8.4703,37.0761,37.1437,39.9533,16.1461,55.5,111.0053,195.7919,175.1108,130.2374,5.2675,5.2358
2885.8859,-8.427,37.1211,37.1881,39.9988,16.1912,55.5464,111.0544,195.8447,175.1589,130.2878,5.2683,5.2362
2890.6907,-8.3838,37.1662,37.2325,40.0442,16.2364,55.5928,111.1034,195.8976,175.2069,130.3383,5.2691,5.2365
2895.4955,-8.3405,37.2113,37.2769,40.0897,16.2815,55.6392,111.1525,195.9505,175.255,130.3887,5.2699,5.2369
2900.3003,-8.2973,37.2569,37.3218,40.1356,16.3265,55.6859,111.2018,196.0033,175.3033,130.4396,5.2706,5.2374
2905.1051,-8.2541,37.309,37.3748,40.1877,16.3688,55.7379,111.2548,196.0562,175.3562,130.4966,5.2702,5.2385
2909.9099,-8.2108,37.3611,37.4278,40.2398,16.4111,55.7899,111.3079,196.109,175.409,130.5536,5.2698,5.2396
2914.7147,-8.1676,37.4132,37.4809,40.2919,16.4534,55.8419,111.361,196.1619,175.4619,130.6107,5.2694,5.2407
2919.5195,-8.1243,37.4653,37.5339,40.344,16.4957,55.8939,111.4141,196.2147,175.5147,130.6677,5.269,5.2418
2924.3243,-8.0811,37.5174,37.5869,40.3961,16.538,55.9458,111.4672,196.2676,175.5676,130.7247,5.2686,5.2429
2929.1291,-8.0378,37.5695,37.64,40.4483,16.5803,55.9978,111.5202,196.3204,175.6204,130.7818,5.2682,5.244
2933.9339,-7.9946,37.6216,37.693,40.5004,16.6226,56.0498,111.5733,196.3733,175.6733,130.8388,5.2678,5.2451
2938.7387,-7.9514,37.6737,37.746,40.5525,16.6649,56.1018,111.6264,196.4261,175.7261,130.8958,5.2674,5.2462
2943.5435,-7.9081,37.7257,37.799,40.6046,16.7072,56.1538,111.6795,196.479,175.779,130.9528,5.267,5.2473
2948.3483,-7.8649,37.7778,37.8521,40.6567,16.7495,56.2058,111.7325,196.5318,175.8318,131.0099,5.2665,5.2484
2953.1532,-7.8216,37.8299,37.9051,40.7088,16.7918,56.2577,111.7856,196.5847,175.8847,131.0669,5.2661,5.2496
2957.958,-7.7784,37.882,37.9581,40.7609,16.8341,56.3097,111.8387,196.6375,175.9375,131.1239,5.2657,5.2507
2962.7628,-7.7351,37.9341,38.0112,40.813,16.8764,56.3617,111.8918,196.6904,175.9904,131.1809,5.2653,5.2518
2967.5676,-7.6919,37.9862,38.0642,40.8651,16.9188,56.4137,111.9448,196.7432,176.0432,131.238,5.2649,5.2529
2972.3724,-7.6486,38.0383,38.1172,40.9173,16.9611,56.4657,111.9979,196.7961,176.0961,131.295,5.2645,5.254
2977.1772,-7.6054,38.0904,38.1703,40.9694,17.0034,56.5176,112.051,196.8489,176.1489,131.352,5.2641,5.2551
2981.982,-7.5622,38.1425,38.2233,41.0215,17.0457,56.5696,112.1041,196.9018,176.2018,131.409,5.2637,5.2562
2986.7868,-7.5189,38.1946,38.2763,41.0736,17.088,56.6216,112.1571,196.9547,176.2547,131.4661,5.2633,5.2573
2991.5916,-7.4757,38.2467,38.3294,41.1257,17.1303,56.6736,112.2102,197.0075,176.3075,131.5231,5.2629,5.2584
2996.3964,-7.4324,38.2988,38.3824,41.1778,17.1726,56.7256,112.2633,197.0604,176.3604,131.5801,5.2624,5.2595
3001.2012,-7.388,38.3529,38.4376,41.2318,17.2141,56.7791,112.3166,197.1132,176.4132,131.6377,5.2617,5.2607
3006.006,-7.3399,38.3947,38.4796,41.2739,17.2608,56.8218,112.3696,197.1661,176.4661,131.6928,5.2623,5.2614
3010.8108,-7.2919,38.4365,38.5217,41.3161,17.3075,56.8645,112.4226,197.2189,176.5189,131.7479,5.2629,5.262
3015.6156,-7.2438,38.4783,38.5637,41.3582,17.3541,56.9073,112.4756,197.2718,176.5718,131.803,5.2635,5.2626
3020.4204,-7.1958,38.5202,38.6058,41.4004,17.4008,56.95,112.5286,197.3246,176.6246,131.8581,5.2641,5.2633
3025.2252,-7.1477,38.562,38.6479,41.4425,17.4475,56.9927,112.5816,197.3775,176.6775,131.9132,5.2647,5.2639
3030.03,-7.0997,38.6038,38.6899,41.4847,17.4942,57.0354,112.6346,197.4303,176.7303,131.9683,5.2653,5.2645
3034.8348,-7.0517,38.6456,38.732,41.5268,17.5408,57.0782,112.6876,197.4832,176.7832,132.0234,5.2658,5.2652
3039.6396,-7.0036,38.6874,38.774,41.569,17.5875,57.1209,112.7406,197.536,176.836,132.0785,5.2664,5.2658
3044.4444,-6.9556,38.7293,38.8161,41.6111,17.6342,57.1636,112.7936,197.5889,176.8889,132.1336,5.267,5.2664
3049.2492,-6.9075,38.7711,38.8581,41.6533,17.6808,57.2063,112.8466,197.6417,176.9417,132.1887,5.2676,5.2671
3054.0541,-6.8595,38.8129,38.9002,41.6954,17.7275,57.2491,112.8996,197.6946,176.9946,132.2438,5.2682,5.2677
3058.8589,-6.8114,38.8547,38.9422,41.7376,17.7742,57.2918,112.9526,197.7474,177.0474,132.2989,5.2688,5.2684
3063.6637,-6.7634,38.8966,38.9843,41.7797,17.8208,57.3345,113.0056,197.8003,177.1003,132.354,5.2694,5.269
3068.4685,-6.7153,38.9384,39.0264,41.8219,17.8675,57.3772,113.0586,197.8532,177.1532,132.4091,5.27,5.2696
3073.2733,-6.6673,38.9802,39.0684,41.864,17.9142,57.42,113.1116,197.906,177.206,132.4642,5.2705,5.2703
3078.0781,-6.6192,39.022,39.1105,41.9062,17.9609,57.4627,113.1646,197.9589,177.2589,132.5193,5.2711,5.2709
3082.8829,-6.5712,39.0638,39.1525,41.9483,18.0075,57.5054,113.2176,198.0117,177.3117,132.5744,5.2717,5.2715
3087.6877,-6.5231,39.1057,39.1946,41.9905,18.0542,57.5481,113.2706,198.0646,177.3646,132.6295,5.2723,5.2722
3092.4925,-6.4751,39.1475,39.2366,42.0326,18.1009,57.5909,113.3236,198.1174,177.4174,132.6846,5.2729,5.2728
3097.2973,-6.427,39.1893,39.2787,42.0748,18.1475,57.6336,113.3766,198.1703,177.4703,132.7397,5.2735,5.2734
3102.1021,-6.379,39.2304,39.32,42.1162,18.1946,57.6755,113.4295,198.2231,177.5231,132.7946,5.274,5.274
3106.9069,-6.3309,39.2705,39.3603,42.1566,18.2421,57.7162,113.4821,198.276,177.576,132.8493,5.2746,5.2746
3111.7117,-6.2829,39.3106,39.4006,42.197,18.2896,57.7569,113.5348,198.3288,177.6288,132.904,5.2751,5.2751
3116.5165,-6.2348,39.3507,39.4409,42.2373,18.3372,57.7977,113.5875,198.3817,177.6817,132.9587,5.2756,5.2756
3121.3213,-6.1868,39.3908,39.4812,42.2777,18.3847,57.8384,113.6402,198.4345,177.7345,133.0134,5.2762,5.2762
3126.1261,-6.1387,39.4309,39.5215,42.3181,18.4322,57.8792,113.6928,198.4874,177.7874,133.0681,5.2767,5.2767
3130.9309,-6.0907,39.471,39.5618,42.3585,18.4798,57.9199,113.7455,198.5402,177.8402,133.1228,5.2772,5.2772
3135.7357,-6.0426,39.5111,39.6021,42.3989,18.5273,57.9607,113.7982,198.5931,177.8931,133.1775,5.2778,5.2778
3140.5405,-5.9946,39.5512,39.6424,42.4393,18.5748,58.0014,113.8509,198.6459,177.9459,133.2322,5.2783,5.2783
3145.3453,-5.9465,39.5913,39.6827,42.4797,18.6223,58.0422,113.9035,198.6988,177.9988,133.2869,5.2788,5.2788
3150.1502,-5.8985,39.6314,39.723,42.5201,18.6699,58.0829,113.9562,198.7517,178.0517,133.3416,5.2793,5.2793
3154.955,-5.8505,39.6715,39.7633,42.5605,18.7174,58.1237,114.0089,198.8045,178.1045,133.3963,5.2799,5.2799
3159.7598,-5.8024,39.7116,39.8036,42.6009,18.7649,58.1644,114.0616,198.8574,178.1574,133.451,5.2804,5.2804
3164.5646,-5.7544,39.7517,39.8439,42.6413,18.8125,58.2052,114.1142,198.9102,178.2102,133.5057,5.2809,5.2809
3169.3694,-5.7063,39.7919,39.8842,42.6817,18.86,58.2459,114.1669,198.9631,178.2631,133.5604,5.2815,5.2815
3174.1742,-5.6583,39.832,39.9245,42.7221,18.9075,58.2867,114.2196,199.0159,178.3159,133.6151,5.282,5.282
3178.979,-5.6102,39.8721,39.9648,42.7625,18.955,58.3274,114.2722,199.0688,178.3688,133.6698,5.2825,5.2825
3183.7838,-5.5622,39.9122,40.0051,42.8029,19.0026,58.3682,114.3249,199.1216,178.4216,133.7245,5.2831,5.2831
3188.5886,-5.5141,39.9523,40.0454,42.8433,19.0501,58.4089,114.3776,199.1745,178.4745,133.7792,5.2836,5.2836
3193.3934,-5.4661,39.9924,40.0857,42.8837,19.0976,58.4496,114.4303,199.2273,178.5273,133.8339,5.2841,5.2841
3198.1982,-5.418,40.0325,40.126,42.9241,19.1452,58.4904,114.4829,199.2802,178.5802,133.8886,5.2847,5.2847
3203.003,-5.37,40.0718,40.1655,42.9636,19.1931,58.5302,114.5357,199.333,178.633,133.9431,5.2851,5.2851
3207.8078,-5.3219,40.1106,40.2045,43.0027,19.2413,58.5694,114.5885,199.3859,178.6859,133.9974,5.2856,5.2856
3212.6126,-5.2739,40.1495,40.2435,43.0418,19.2895,58.6086,114.6414,199.4387,178.7387,134.0518,5.286,5.286
3217.4174,-5.2258,40.1883,40.2826,43.0809,19.3377,58.6479,114.6942,199.4916,178.7916,134.1061,5.2865,5.2865
3222.2222,-5.1778,40.2272,40.3216,43.12,19.3859,58.6871,114.747,199.5444,178.8444,134.1605,5.2869,5.2869
3227.027,-5.1297,40.266,40.3606,43.1591,19.4341,58.7263,114.7998,199.5973,178.8973,134.2149,5.2874,5.2874
3231.8318,-5.0817,40.3048,40.3996,43.1982,19.4823,58.7655,114.8527,199.6502,178.9502,134.2692,5.2878,5.2878
3236.6366,-5.0336,40.3437,40.4387,43.2373,19.5304,58.8047,114.9055,199.703,179.003,134.3236,5.2883,5.2883
3241.4414,-4.9856,40.3825,40.4777,43.2763,19.5786,58.844,114.9583,199.7559,179.0559,134.3779,5.2887,5.2887
3246.2462,-4.9375,40.4214,40.5167,43.3154,19.6268,58.8832,115.0111,199.8087,179.1087,134.4323,5.2892,5.2892
3251.0511,-4.8895,40.4602,40.5557,43.3545,19.675,58.9224,115.064,199.8616,179.1616,134.4867,5.2896,5.2896
