ecmo speed,ppadia,ppcw,ppaavg,ecmop2,ppasys,ecmop3,svl,col,svr,cor,caSys_pO2,cvSys_pO2,cvSys_O2sat,caSys_pCO2
2.8959,12.135,12.2489,14.5952,180.0248,27.3824,158.3178,72.3809,4.3246,72.3382,4.3304,264.5724,51.7811,86.0789,31.9853
2.902,12.1092,12.1994,14.5626,184.2869,27.2788,162.0084,72.0239,4.3099,71.9773,4.2989,268.5781,52.0941,86.301,31.9861
2.9081,12.0918,12.1915,14.5586,184.3089,27.3036,161.9971,72.0398,4.3403,71.9861,4.3158,268.5874,52.0892,86.2704,32.0007
2.9142,12.082,12.201,14.5713,184.2998,27.2778,162.0083,72.0052,4.296,71.9711,4.3113,268.596,52.0928,86.3027,31.9867
2.9203,12.103,12.1981,14.5633,184.2873,27.2805,161.9962,72.0142,4.3141,71.9928,4.3091,268.5843,52.0925,86.2917,31.9997
2.9264,12.0858,12.2158,14.5536,184.3214,27.2945,161.9954,72.0175,4.3345,71.9866,4.3127,268.5783,52.0802,86.3101,31.9998
2.9325,12.0817,12.1996,14.5489,184.2833,27.2615,161.9971,72.0155,4.3124,71.9785,4.3159,268.6019,52.0835,86.2844,31.9763
2.9386,12.0884,12.1987,14.5512,184.2767,27.2627,161.997,72.0048,4.3184,71.9809,4.3013,268.5967,52.0818,86.2916,32.0047
2.9447,12.0988,12.1983,14.5576,184.2871,27.2708,161.9879,72.0026,4.3342,71.9803,4.3007,268.563,52.0737,86.269,31.9845
2.9509,12.0754,12.1706,14.5248,186.8724,27.1974,164.1905,71.7982,4.2882,71.7695,4.2975,270.8709,52.2911,86.399,32.0135
2.957,12.057,12.1656,14.5278,186.8539,27.2044,164.1828,71.7871,4.3063,71.7623,4.2841,270.8843,52.2769,86.4083,31.9864
2.9631,12.0758,12.1842,14.5245,186.8352,27.2138,164.2005,71.812,4.3121,71.7636,4.3045,270.8834,52.2727,86.4184,32.0104
2.9692,12.0849,12.1641,14.5202,186.8327,27.216,164.1925,71.8094,4.3078,71.7526,4.2884,270.8911,52.2673,86.398,32.0164
2.9753,12.0654,12.1598,14.5163,186.8392,27.2097,164.1952,71.7978,4.2803,71.754,4.2898,270.8912,52.2722,86.4229,31.994
2.9814,12.0634,12.1547,14.5215,186.8539,27.2023,164.1898,71.7963,4.3065,71.756,4.3039,270.8748,52.2626,86.4232,31.9936
2.9875,12.0678,12.1888,14.5331,186.8479,27.2262,164.1993,71.8081,4.3069,71.7685,4.2858,270.8935,52.2658,86.4172,31.9972
2.9936,12.0631,12.1661,14.5276,186.855,27.2149,164.1766,71.7909,4.3099,71.7412,4.3061,270.8699,52.2732,86.4011,31.989
2.9997,12.0711,12.1599,14.5378,186.8524,27.1906,164.1941,71.8,4.2962,71.7666,4.3015,270.8748,52.2731,86.4163,31.9956
3.0058,12.0735,12.1655,14.5159,187.7337,27.1859,164.9858,71.7171,4.2913,71.6933,4.2984,271.7112,52.3393,86.4657,32.0119
3.0119,12.0485,12.1607,14.5094,187.7623,27.2013,164.9745,71.7075,4.2998,71.6797,4.3027,271.6937,52.3394,86.4523,31.999
3.018,12.0577,12.1757,14.5087,187.7552,27.1897,164.9942,71.711,4.3105,71.6659,4.296,271.6966,52.3332,86.4489,31.9968
3.0241,12.0541,12.1572,14.5055,187.7652,27.1777,164.9675,71.7133,4.2942,71.6909,4.29,271.6995,52.3384,86.4489,32.0164
3.0302,12.0653,12.1475,14.5028,187.7645,27.1943,164.9884,71.7247,4.3058,71.6754,4.2822,271.7012,52.3434,86.4342,32.0082
3.0363,12.0556,12.1634,14.5083,187.7493,27.1863,164.9903,71.6974,4.3068,71.6851,4.2868,271.6981,52.3445,86.4533,31.9868
3.0424,12.0627,12.1586,14.5157,187.7679,27.1923,164.9793,71.7262,4.2788,71.6904,4.2951,271.7089,52.3217,86.4726,32.012
3.0485,12.0466,12.1672,14.5147,187.7527,27.1872,164.9596,71.7153,4.3117,71.6823,4.2854,271.7128,52.3576,86.4416,32.0042
3.0547,12.0608,12.1498,14.5016,188.9006,27.1686,165.9772,71.6376,4.2702,71.6106,4.2719,272.9008,52.4245,86.4818,31.9887
3.0608,12.0389,12.144,14.5024,188.9027,27.1773,165.9699,71.6023,4.2814,71.5936,4.2885,272.898,52.4155,86.4935,32.0036
3.0669,12.0203,12.1519,14.5011,188.9069,27.1631,165.9926,71.6237,4.2914,71.584,4.2742,272.8853,52.4249,86.4941,31.996
3.073,12.0501,12.1509,14.4929,188.9126,27.1568,165.992,71.6107,4.2974,71.6068,4.2944,272.8998,52.4244,86.4878,31.996
3.0791,12.0612,12.1507,14.5037,188.8984,27.1608,165.9746,71.6402,4.2964,71.6051,4.2884,272.8932,52.415,86.4985,31.9887
3.0852,12.0547,12.152,14.5054,188.9142,27.1722,165.9775,71.6197,4.2806,71.5912,4.2865,272.8817,52.4087,86.4898,31.993
3.0913,12.0422,12.1335,14.4976,188.9135,27.1694,165.9596,71.6269,4.293,71.614,4.2888,272.8944,52.4096,86.5194,32.0009
3.0974,12.0383,12.1544,14.5057,188.9262,27.1836,165.9642,71.6118,4.2845,71.588,4.2845,272.8871,52.41,86.4915,32.0077
3.1035,12.0385,12.1271,14.469,190.9518,27.1174,167.7661,71.4667,4.2898,71.41,4.27,274.6642,52.5593,86.5898,31.9749
3.1096,12.0372,12.1253,14.4724,190.9422,27.1066,167.7303,71.4631,4.2754,71.4387,4.2759,274.6668,52.5424,86.5919,31.9879
3.1157,12.0517,12.1268,14.4751,190.9606,27.1174,167.7433,71.4528,4.2989,71.4448,4.2862,274.666,52.566,86.6007,31.9769
3.1218,12.0341,12.1447,14.4674,190.938,27.116,167.7588,71.4498,4.2663,71.4331,4.2877,274.6693,52.5449,86.5838,31.9798
3.1279,12.0303,12.1344,14.4977,190.9435,27.1209,167.7394,71.4489,4.2748,71.4343,4.2624,274.6749,52.5342,86.5822,31.9811
3.134,12.0064,12.1223,14.485,190.9596,27.1262,167.7571,71.4402,4.2621,71.4399,4.2874,274.6649,52.5778,86.5785,31.9697
3.1401,12.0418,12.1477,14.4774,190.9402,27.113,167.7508,71.4739,4.2845,71.4264,4.292,274.6674,52.5535,86.5919,32.0041
3.1462,12.0387,12.1262,14.4775,190.9451,27.1375,167.7351,71.4651,4.2645,71.4317,4.2648,274.6846,52.5618,86.5718,31.9659
3.1524,12.0214,12.1208,14.4437,192.4647,27.0951,169.0829,71.3269,4.2707,71.2929,4.2584,275.8296,52.6672,86.6545,31.9581
3.1585,12.0133,12.1135,14.4664,192.4735,27.0699,169.0921,71.3389,4.2629,71.2813,4.2657,275.8277,52.676,86.6708,31.9599
3.1646,12.015,12.1224,14.4616,192.4668,27.067,169.0888,71.3141,4.2725,71.3142,4.2672,275.8334,52.6613,86.6708,31.9618
3.1707,12.0237,12.1073,14.4584,192.4651,27.0701,169.0875,71.3352,4.2663,71.301,4.2556,275.819,52.6662,86.6612,31.9429
3.1768,12.0328,12.1075,14.4638,192.4734,27.0793,169.049,71.2948,4.2669,71.3051,4.2673,275.8319,52.6718,86.6582,31.9658
3.1829,12.025,12.1373,14.4569,192.4795,27.0848,169.0777,71.3337,4.2886,71.2936,4.2734,275.825,52.6616,86.6578,31.9401
3.189,12.0306,12.1211,14.4649,192.4842,27.0763,169.0869,71.3284,4.2756,71.3013,4.2743,275.8341,52.6577,86.6479,31.9627
3.1951,12.0203,12.1238,14.4619,192.4691,27.0686,169.0758,71.3175,4.2646,71.2919,4.2746,275.8195,52.6788,86.6527,31.9652
3.2012,12.0015,12.1124,14.4328,194.6517,27.0209,170.9793,71.1596,4.2673,71.1251,4.2634,277.8986,52.8169,86.7601,31.9713
3.2073,12.0121,12.0899,14.4014,194.6628,27.016,170.9923,71.1482,4.2647,71.1276,4.2439,277.8965,52.8144,86.7588,31.9408
3.2134,11.9923,12.0898,14.4395,194.6632,27.029,170.9882,71.1462,4.2701,71.1112,4.2522,277.8921,52.8212,86.7613,31.9507
3.2195,12.001,12.1004,14.4269,194.6395,27.0278,170.9832,71.1415,4.2447,71.1208,4.2591,277.8804,52.8182,86.7481,31.9518
3.2256,11.988,12.0998,14.4282,194.6727,27.0182,170.9962,71.15,4.2634,71.1092,4.2589,277.9006,52.8356,86.7533,31.9217
3.2317,11.9968,12.1161,14.4257,194.6473,27.0154,170.9851,71.1519,4.2553,71.1197,4.2734,277.8886,52.8345,86.7673,31.9472
3.2378,11.9907,12.0891,14.4313,194.6489,27.0361,170.9785,71.1238,4.2657,71.1147,4.2688,277.8941,52.8138,86.7571,31.9437
3.2439,12.0004,12.0848,14.4275,194.655,27.0194,170.9714,71.1432,4.2667,71.11,4.2525,277.8896,52.8225,86.74,31.9179
3.2501,11.97,12.0753,14.4068,197.2033,26.9717,173.1554,70.9358,4.2481,70.9133,4.2568,280.6082,53.0042,86.8462,31.9418
3.2562,11.9711,12.0773,14.3984,197.1967,26.9337,173.1581,70.9394,4.2368,70.9186,4.2496,280.5937,53.0064,86.8505,31.9516
3.2623,11.9833,12.0848,14.3837,197.2076,26.9664,173.165,70.9415,4.2538,70.9099,4.2415,280.616,52.9895,86.8526,31.9468
3.2684,11.9671,12.0779,14.3654,197.1908,26.9604,173.1614,70.9356,4.2531,70.9219,4.2607,280.6071,53.0076,86.8622,31.9598
3.2745,11.9564,12.0741,14.4036,197.1751,26.9595,173.1745,70.9487,4.242,70.9333,4.2488,280.6009,52.9781,86.8656,31.9419
3.2806,11.9685,12.0913,14.3901,197.1921,26.9776,173.1563,70.9501,4.254,70.8914,4.2262,280.6115,52.9927,86.8664,31.9474
3.2867,11.9652,12.0838,14.4019,197.1761,26.9631,173.1518,70.9395,4.2579,70.9073,4.2428,280.5892,52.9967,86.8591,31.9536
3.2928,11.9813,12.0728,14.3896,197.2075,26.9592,173.1589,70.9357,4.2475,70.9159,4.2459,280.6189,52.9892,86.8563,31.9408
3.2989,11.9812,12.0781,14.3945,197.1825,26.9716,173.1608,70.9461,4.2392,70.8987,4.237,280.6093,52.9818,86.8294,31.9589
3.305,11.9689,12.0633,14.394,198.4688,26.9367,174.2739,70.8408,4.242,70.8268,4.2465,281.7801,53.0704,86.9162,31.959
3.3111,11.9722,12.071,14.3527,198.4768,26.9478,174.2825,70.8463,4.2553,70.7997,4.2504,281.8131,53.091,86.8944,31.9601
3.3172,11.9657,12.0546,14.3672,198.4619,26.9489,174.279,70.8473,4.2395,70.8009,4.2441,281.7995,53.0791,86.8927,31.9717
3.3233,11.9335,12.071,14.3759,198.4661,26.9473,174.2647,70.8376,4.2324,70.8031,4.2378,281.7933,53.0751,86.9047,31.9636
3.3294,11.9728,12.0664,14.3814,198.4735,26.9283,174.2705,70.8389,4.2599,70.8173,4.2372,281.8119,53.0933,86.9015,31.9467
3.3355,11.9569,12.0806,14.3716,198.473,26.9311,174.2575,70.8551,4.2329,70.828,4.2523,281.803,53.0751,86.9087,31.9594
3.3416,11.9694,12.0629,14.3803,198.4641,26.923,174.2671,70.8409,4.2358,70.8067,4.2501,281.7962,53.0776,86.8815,31.9482
3.3477,11.959,12.0463,14.3733,198.4828,26.9352,174.2632,70.8428,4.2416,70.8256,4.2456,281.7904,53.0762,86.8983,31.9401
3.3539,11.9463,12.0399,14.3462,200.7703,26.8718,176.2326,70.6472,4.2201,70.6116,4.2368,283.4504,53.2387,86.9948,31.9772
3.36,11.94,12.0427,14.3525,200.7636,26.9007,176.2474,70.6496,4.2275,70.6381,4.2337,283.4481,53.2403,87.0094,31.9467
3.3661,11.9348,12.053,14.3577,200.7572,26.8677,176.2219,70.6571,4.2548,70.6426,4.2236,283.4507,53.2233,87.0001,31.9658
3.3722,11.9364,12.0393,14.3605,200.7631,26.8687,176.2237,70.6397,4.23,70.6392,4.2408,283.4331,53.2493,87.0168,31.9651
3.3783,11.9326,12.0256,14.3596,200.748,26.862,176.2415,70.6762,4.2347,70.6382,4.216,283.4595,53.2201,87.012,31.9617
3.3844,11.9365,12.0359,14.3415,200.7269,26.8803,176.2189,70.6575,4.2385,70.6413,4.2195,283.4622,53.2495,86.9812,31.9688
3.3905,11.9251,12.0229,14.3547,200.7565,26.8705,176.232,70.6305,4.2427,70.6301,4.2101,283.445,53.2354,87.004,31.9519
3.3966,11.9404,12.0438,14.3669,200.7636,26.8753,176.2443,70.6561,4.2305,70.6454,4.2136,283.4488,53.2558,86.9951,31.9466
3.4027,11.9263,12.0446,14.3359,202.2971,26.8342,177.609,70.5188,4.2354,70.5043,4.2036,284.5902,53.3386,87.0628,31.9819
3.4088,11.9188,12.0201,14.3553,202.3136,26.8273,177.5935,70.531,4.2337,70.4995,4.2236,284.6059,53.3265,87.0739,32.001
3.4149,11.929,12.0158,14.3455,202.3,26.8374,177.5822,70.5264,4.2039,70.5241,4.224,284.5919,53.3496,87.0845,31.9658
3.421,11.9232,12.025,14.3421,202.3027,26.8385,177.6054,70.5422,4.2123,70.5028,4.2118,284.5935,53.3463,87.0605,31.9728
3.4271,11.9182,12.0392,14.3373,202.2991,26.8299,177.5849,70.5328,4.2193,70.5157,4.1998,284.5759,53.3307,87.0626,31.9941
3.4332,11.9088,12.0153,14.3221,202.2877,26.8445,177.581,70.5267,4.2319,70.5077,4.2238,284.5886,53.3447,87.0671,31.9849
3.4393,11.8989,12.0159,14.3435,202.2896,26.8438,177.6023,70.5401,4.2325,70.4943,4.2143,284.5865,53.3333,87.0693,32.0042
3.4454,11.9319,12.0401,14.3251,202.3106,26.8287,177.5876,70.5276,4.2158,70.5014,4.2394,284.5764,53.3509,87.0614,31.9766
3.4516,11.888,11.9804,14.2862,206.2859,26.7448,181.0874,70.2145,4.206,70.1824,4.209,287.5844,53.6245,87.2394,32.0367
3.4577,11.882,11.982,14.2884,206.2855,26.7284,181.1011,70.2227,4.2092,70.1961,4.2116,287.5837,53.6331,87.2194,32.0383
3.4638,11.8938,11.9904,14.2924,206.3036,26.7523,181.1074,70.224,4.2132,70.1761,4.2067,287.599,53.6333,87.2165,32.0436
3.4699,11.88,11.9917,14.2991,206.3266,26.7494,181.0888,70.2183,4.205,70.1909,4.2099,287.5899,53.6344,87.2304,32.0181
3.476,11.8704,11.959,14.2947,206.2964,26.742,181.1109,70.2178,4.2109,70.1652,4.2108,287.5799,53.6346,87.2377,32.0447
3.4821,11.8786,11.9841,14.2894,206.3143,26.7485,181.0729,70.2,4.2023,70.1882,4.1977,287.5976,53.6357,87.2158,32.0346
3.4882,11.8931,11.9957,14.2946,206.299,26.738,181.1032,70.2072,4.2032,70.194,4.2059,287.5772,53.6327,87.25,32.0152
3.4943,11.8942,11.9718,14.3056,206.3035,26.7465,181.107,70.229,4.2087,70.1809,4.2227,287.5694,53.6197,87.2299,32.0491
3.5004,11.8834,11.9864,14.28,207.3343,26.715,182.0116,70.1247,4.2089,70.1009,4.2024,288.4514,53.7035,87.2748,32.0545
3.5065,11.8914,11.9674,14.2821,207.3378,26.7179,182.0073,70.1271,4.1869,70.1112,4.1814,288.4563,53.6968,87.2721,32.0806
3.5126,11.8753,11.9876,14.2964,207.3344,26.7237,182.0207,70.1284,4.217,70.1188,4.1966,288.469,53.7154,87.2772,32.0579
3.5187,11.8837,11.9772,14.2744,207.3457,26.7141,182.0061,70.1342,4.2139,70.1169,4.2041,288.4609,53.7098,87.285,32.0733
3.5248,11.8713,11.9726,14.2562,207.3318,26.7259,182.0146,70.1248,4.2138,70.1044,4.2034,288.4682,53.7061,87.2589,32.0573
3.5309,11.8607,11.9575,14.2797,207.3324,26.7079,182.0139,70.1279,4.201,70.0903,4.2118,288.4636,53.7296,87.2748,32.0602
3.537,11.8778,11.965,14.2811,207.325,26.7416,182.0139,70.1324,4.2021,70.1048,4.2046,288.4531,53.7161,87.2886,32.0538
3.5431,11.8745,11.9907,14.2868,207.3263,26.7117,182.0269,70.1376,4.1827,70.12,4.2046,288.4493,53.704,87.2986,32.0592
3.5492,11.894,11.9839,14.2832,207.3277,26.7142,181.9853,70.1324,4.2232,70.095,4.1942,288.4636,53.7016,87.2928,32.0667
3.5554,11.8331,11.9545,14.2481,209.8331,26.6694,184.2134,69.9229,4.197,69.9079,4.1851,290.7501,53.9214,87.3977,32.0896
3.5615,11.8564,11.9626,14.253,209.8287,26.6553,184.2354,69.9462,4.1984,69.9052,4.176,290.7602,53.9251,87.4121,32.1016
3.5676,11.8453,11.9623,14.239,209.8339,26.6568,184.1908,69.9253,4.19,69.9117,4.1899,290.7513,53.9168,87.3973,32.0987
3.5737,11.8644,11.9557,14.2307,209.837,26.668,184.2134,69.9309,4.1984,69.9124,4.1954,290.7419,53.9223,87.4115,32.0802
3.5798,11.8326,11.954,14.2373,209.8467,26.6538,184.2259,69.9514,4.19,69.9123,4.1751,290.7361,53.9221,87.4025,32.0873
3.5859,11.8448,11.9563,14.2595,209.8291,26.6544,184.2147,69.9374,4.1849,69.9198,4.175,290.7421,53.9108,87.405,32.102
3.592,11.838,11.9711,14.2417,209.8444,26.6555,184.2261,69.9472,4.1934,69.9007,4.1872,290.7472,53.9241,87.3968,32.0943
3.5981,11.8543,11.9462,14.2445,209.8234,26.6747,184.2081,69.9195,4.1918,69.8927,4.1846,290.7334,53.9335,87.3907,32.098
3.6042,11.8564,11.9468,14.2346,211.2241,26.6233,185.4538,69.8421,4.1709,69.8193,4.1747,291.8122,54.0187,87.4393,32.1145
3.6103,11.8348,11.935,14.2307,211.2107,26.6386,185.4346,69.8324,4.181,69.7923,4.1842,291.81,54.0147,87.458,32.1131
3.6164,11.8306,11.9482,14.2499,211.2331,26.6502,185.4277,69.8169,4.1858,69.7905,4.1948,291.8101,54.0075,87.4532,32.1185
3.6225,11.8507,11.9543,14.2317,211.2397,26.6245,185.4363,69.8292,4.1818,69.7932,4.1754,291.8139,54.0007,87.4542,32.1221
3.6286,11.8498,11.9356,14.2351,211.2147,26.6373,185.4518,69.8165,4.1816,69.7935,4.1884,291.8128,54.0174,87.4475,32.1074
3.6347,11.8615,11.9336,14.2242,211.2356,26.6189,185.4302,69.8395,4.1813,69.7971,4.1771,291.812,54.0286,87.4553,32.1015
3.6408,11.8239,11.9303,14.2438,211.2211,26.625,185.4427,69.834,4.1758,69.7959,4.1747,291.8174,54.0127,87.4544,32.1307
3.6469,11.8214,11.9402,14.2309,211.2231,26.6235,185.4258,69.8209,4.1871,69.8011,4.1605,291.7944,54.0241,87.4431,32.1333
3.6531,11.8114,11.9242,14.1869,214.0795,26.5693,187.9018,69.6309,4.1674,69.5786,4.1586,293.4732,54.1718,87.5466,32.1572
3.6592,11.8158,11.9065,14.1914,214.0971,26.5753,187.9019,69.611,4.1835,69.5781,4.1597,293.4959,54.1713,87.5357,32.1561
3.6653,11.813,11.9083,14.2064,214.0843,26.5746,187.8954,69.616,4.1607,69.5968,4.1682,293.4833,54.1565,87.5392,32.1564
3.6714,11.821,11.9112,14.1938,214.0865,26.5614,187.9324,69.6066,4.1599,69.5808,4.1708,293.4976,54.1616,87.5348,32.1499
3.6775,11.8183,11.9192,14.2087,214.0836,26.5649,187.9121,69.6042,4.1843,69.5876,4.1721,293.4879,54.1728,87.5444,32.1687
3.6836,11.8152,11.9272,14.1952,214.0727,26.5651,187.9245,69.5947,4.1556,69.5844,4.1646,293.4875,54.1845,87.5259,32.1776
3.6897,11.8034,11.9307,14.2035,214.0726,26.5513,187.9163,69.6179,4.1685,69.5782,4.1842,293.4829,54.1455,87.5309,32.1599
3.6958,11.8164,11.912,14.1926,214.0863,26.5509,187.9151,69.6084,4.1654,69.592,4.1661,293.4814,54.1677,87.5336,32.1646
3.7019,11.8074,11.8851,14.1991,216.1031,26.518,189.6864,69.4626,4.1573,69.4185,4.1491,294.975,54.2935,87.6093,32.1875
3.708,11.7864,11.9193,14.1711,216.1014,26.5114,189.6867,69.4628,4.1456,69.4349,4.1503,294.9907,54.304,87.6038,32.1773
3.7141,11.8074,11.9055,14.1736,216.1083,26.5173,189.6929,69.4478,4.1606,69.4152,4.1593,294.9743,54.3116,87.6169,32.2022
3.7202,11.82,11.8916,14.1671,216.1065,26.5141,189.6765,69.4392,4.137,69.4098,4.1347,294.9838,54.3102,87.5974,32.185
3.7263,11.7937,11.9019,14.1816,216.1014,26.5254,189.6884,69.4638,4.1574,69.4226,4.1683,294.9832,54.2826,87.6056,32.188
3.7324,11.7895,11.9029,14.1827,216.0993,26.512,189.681,69.4531,4.1621,69.4269,4.1684,294.9932,54.311,87.6308,32.1748
3.7385,11.7865,11.8997,14.1785,216.1009,26.5104,189.6807,69.4681,4.1625,69.4258,4.1583,294.9984,54.3175,87.6254,32.1861
3.7446,11.7884,11.8885,14.1775,216.1119,26.5335,189.6873,69.4378,4.1459,69.4074,4.1643,294.9905,54.3088,87.6169,32.192
3.7508,11.7803,11.8856,14.1511,218.4311,26.4491,191.7453,69.2793,4.1414,69.2238,4.1481,296.9912,54.4888,87.7149,32.2111
3.7569,11.7738,11.8838,14.1404,218.4491,26.4568,191.7483,69.2626,4.1358,69.2403,4.1367,296.9789,54.491,87.7436,32.2177
3.763,11.7691,11.8967,14.1502,218.4336,26.4575,191.7382,69.2614,4.1612,69.2314,4.1588,296.977,54.4993,87.7228,32.2291
3.7691,11.7738,11.8577,14.1394,218.4252,26.471,191.752,69.276,4.1548,69.229,4.1516,296.9766,54.4813,87.7361,32.2195
3.7752,11.7688,11.8612,14.155,218.4415,26.4663,191.7379,69.2742,4.1258,69.2433,4.1586,296.9641,54.4851,87.7187,32.2251
3.7813,11.7859,11.8863,14.1563,218.4339,26.4521,191.7438,69.2788,4.1419,69.2637,4.1477,296.9902,54.4986,87.7083,32.2268
3.7874,11.7851,11.8635,14.16,218.4475,26.4551,191.7416,69.2775,4.1594,69.2523,4.1464,296.9923,54.4977,87.7178,32.2346
3.7935,11.7627,11.8661,14.1317,218.4377,26.4758,191.7503,69.2736,4.1598,69.2513,4.1613,296.9798,54.4884,87.7271,32.2306
3.7996,11.7811,11.8831,14.1543,218.4446,26.4562,191.75,69.2772,4.1476,69.2637,4.1462,296.9647,54.4896,87.7314,32.2307
3.8057,11.7568,11.86,14.128,219.9556,26.4188,193.0739,69.165,4.1478,69.1526,4.1299,298.3104,54.5847,87.7877,32.2442
3.8118,11.7837,11.8496,14.1291,219.9485,26.4276,193.0572,69.1562,4.1591,69.1456,4.1447,298.2873,54.6102,87.7809,32.241
3.8179,11.7491,11.8529,14.1229,219.9469,26.4131,193.0606,69.1635,4.1315,69.1238,4.1458,298.2986,54.6137,87.7886,32.2519
3.824,11.7814,11.851,14.1276,219.9646,26.4148,193.0553,69.1642,4.143,69.1476,4.1328,298.2974,54.6047,87.7785,32.2322
3.8301,11.783,11.8675,14.1295,219.9727,26.4209,193.0752,69.1577,4.1363,69.1303,4.1449,298.3011,54.617,87.7839,32.239
3.8362,11.7587,11.8823,14.1432,219.9518,26.4347,193.0902,69.1758,4.1405,69.1394,4.1501,298.2735,54.6211,87.789,32.2592
3.8423,11.7643,11.8528,14.1227,219.9584,26.431,193.0757,69.1537,4.1424,69.154,4.1571,298.2799,54.614,87.773,32.2323
3.8484,11.7477,11.8785,14.1121,219.9572,26.4281,193.0677,69.1502,4.1512,69.1462,4.1398,298.2969,54.6138,87.7685,32.2575
3.8546,11.7413,11.8377,14.1088,222.0735,26.3829,194.8999,69.0124,4.1343,68.976,4.1578,300.0117,54.7733,87.8525,32.2793
3.8607,11.7424,11.8381,14.107,222.0723,26.3704,194.9008,68.9763,4.1244,68.9874,4.1368,300.0172,54.7439,87.8725,32.2522
3.8668,11.7524,11.8413,14.1047,222.0797,26.3524,194.9127,69.0127,4.1316,68.9848,4.1069,299.9982,54.7447,87.8308,32.2857
3.8729,11.7352,11.8528,14.1038,222.0691,26.3868,194.9185,69.0032,4.1213,68.9784,4.141,299.9975,54.7723,87.8574,32.285
3.879,11.7463,11.8529,14.1034,222.0607,26.3852,194.9055,68.9995,4.1398,68.985,4.1285,300.0064,54.7736,87.8589,32.2745
3.8851,11.7396,11.8367,14.111,222.0584,26.3782,194.9048,69.0006,4.1431,68.9521,4.1238,300.0157,54.7493,87.8578,32.2693
3.8912,11.7455,11.8553,14.1137,222.0864,26.3899,194.9113,69.015,4.1395,68.9757,4.1388,299.9987,54.7438,87.8639,32.2747
3.8973,11.7395,11.8556,14.1039,222.0885,26.391,194.9129,69.0013,4.1489,68.9956,4.1203,299.9904,54.7419,87.8665,32.2782
3.9034,11.7159,11.8302,14.0969,223.9569,26.3194,196.5422,68.8785,4.1152,68.8498,4.0994,301.4186,54.8869,87.9243,32.3104
3.9095,11.7202,11.8189,14.0651,223.9626,26.341,196.5398,68.8623,4.1239,68.8469,4.1167,301.4262,54.8898,87.9207,32.2995
3.9156,11.7253,11.8326,14.0805,223.9392,26.3466,196.5437,68.869,4.1209,68.8383,4.1234,301.4241,54.8776,87.9181,32.3136
3.9217,11.7406,11.8165,14.0836,223.9264,26.3308,196.5417,68.8719,4.1394,68.8325,4.127,301.428,54.8862,87.9476,32.2945
3.9278,11.7348,11.8213,14.0814,223.9574,26.3431,196.5611,68.8541,4.1195,68.8421,4.1379,301.4191,54.8705,87.9254,32.3082
3.9339,11.7204,11.818,14.0908,223.9569,26.3214,196.5432,68.8558,4.1198,68.8571,4.1084,301.415,54.8872,87.9328,32.2947
3.94,11.7439,11.8182,14.081,223.9537,26.3285,196.5701,68.879,4.1184,68.8367,4.1199,301.4103,54.8911,87.9423,32.2995
3.9461,11.7328,11.8165,14.0745,223.9547,26.3482,196.5375,68.841,4.1136,68.8267,4.1243,301.4334,54.8891,87.9305,32.2949
3.9523,11.7254,11.8147,14.0606,225.8751,26.2818,198.2483,68.7122,4.1259,68.7128,4.1177,302.8119,55.0241,87.9886,32.3183
3.9584,11.7212,11.8037,14.054,225.8714,26.2912,198.2278,68.7199,4.113,68.7005,4.1179,302.8177,54.997,88.0061,32.3351
3.9645,11.6915,11.7976,14.0543,225.8779,26.3078,198.2364,68.7164,4.1232,68.7124,4.1251,302.8095,54.9854,88.0016,32.3265
3.9706,11.7062,11.7955,14.0438,225.8982,26.2927,198.2577,68.721,4.1182,68.7079,4.1222,302.8094,55.0046,88.0041,32.3258
3.9767,11.7234,11.7986,14.0628,225.8733,26.3043,198.2455,68.7184,4.1118,68.6949,4.0985,302.8147,55.0143,87.997,32.3323
3.9828,11.7038,11.8104,14.0564,225.8834,26.2909,198.2316,68.7159,4.1097,68.7004,4.1116,302.8072,55.0048,88.0194,32.3386
3.9889,11.6976,11.7945,14.0789,225.8903,26.3099,198.2507,68.7017,4.1155,68.7025,4.1048,302.8137,55.0089,88.0083,32.3297
3.995,11.7235,11.8156,14.0547,225.8857,26.302,198.2421,68.713,4.1326,68.7065,4.1194,302.8221,54.9957,88.0047,32.3449
4.0011,11.6625,11.7632,14.0267,230.6522,26.2011,202.426,68.3734,4.1098,68.3537,4.0971,306.0316,55.3164,88.1546,32.3736
4.0072,11.6571,11.7808,14.015,230.6635,26.1817,202.4461,68.3785,4.113,68.3415,4.0818,306.0164,55.315,88.1643,32.3996
4.0133,11.6631,11.7617,13.9938,230.6541,26.1925,202.428,68.3526,4.0893,68.3585,4.0809,306.0286,55.3141,88.1696,32.3989
4.0194,11.6841,11.7445,14.0127,230.6451,26.1745,202.4609,68.361,4.1028,68.351,4.0806,306.0155,55.3217,88.172,32.3988
4.0255,11.6558,11.7481,13.9967,230.6368,26.198,202.448,68.3559,4.0831,68.3479,4.1148,306.0347,55.3362,88.1555,32.3938
4.0316,11.6715,11.7461,14.0041,230.6284,26.168,202.4489,68.3559,4.0914,68.3515,4.0892,306.0304,55.3192,88.1662,32.3815
4.0377,11.6668,11.7568,14.0043,230.6397,26.1806,202.4335,68.3698,4.0873,68.3531,4.1,306.0307,55.3325,88.1741,32.3926
