hemodynamics shuntfraction value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
42.042,37.6446,46.6072,23.2452,24.5426,-1.4498,1250.3371,7.4113,7.3338,46.1059,110.6182,98.1138,81.7223
42.1421,37.6384,46.6112,23.2312,24.5469,-1.4248,1250.1823,7.4149,7.3626,46.0756,110.3931,98.0984,81.7072
42.2422,37.6225,46.5992,23.2287,24.5639,-1.4141,1250.0322,7.3981,7.337,46.0789,110.2008,98.1025,81.7124
42.3423,37.6333,46.6133,23.2412,24.5414,-1.4314,1249.9734,7.4094,7.3386,46.0831,110.1702,98.0948,81.7156
42.4424,37.6332,46.6076,23.2254,24.5472,-1.4248,1249.847,7.4023,7.3223,46.0641,109.9732,98.0725,81.6973
42.5425,37.627,46.601,23.2371,24.5436,-1.425,1249.7377,7.4199,7.3181,46.0698,109.8235,98.0613,81.6813
42.6426,37.6173,46.5759,23.2484,24.5531,-1.436,1249.1278,7.4212,7.3361,46.0345,109.09,98.0476,81.6538
42.7427,37.595,46.6022,23.2181,24.5522,-1.4451,1248.9451,7.4136,7.3211,45.995,108.9086,98.0444,81.6291
42.8428,37.608,46.6082,23.2166,24.5564,-1.4252,1248.8763,7.4015,7.3337,46.0085,108.818,98.0129,81.6296
42.9429,37.6076,46.604,23.2417,24.5636,-1.4319,1248.803,7.4043,7.3484,45.995,108.7298,98.0134,81.6305
43.043,37.6149,46.6027,23.2266,24.5379,-1.4411,1248.4421,7.4043,7.3398,45.9687,108.294,97.9776,81.6011
43.1431,37.587,46.6221,23.2333,24.5326,-1.4133,1248.4116,7.415,7.3373,45.9762,108.2867,97.9947,81.5863
43.2432,37.6116,46.6005,23.2195,24.5585,-1.4283,1248.3411,7.4203,7.3125,45.9545,108.1891,97.9668,81.5899
43.3433,37.6116,46.6066,23.2361,24.5457,-1.4348,1248.328,7.4018,7.3473,45.9473,108.1768,97.9797,81.6032
43.4434,37.612,46.6186,23.2234,24.5328,-1.4259,1248.2644,7.4074,7.3354,45.9231,108.0776,97.9748,81.5756
43.5435,37.6145,46.6357,23.2285,24.5511,-1.4291,1248.0603,7.4024,7.3413,45.9198,107.8764,97.9963,81.5722
43.6436,37.6241,46.6473,23.2461,24.5555,-1.4133,1247.5722,7.4103,7.3537,45.8823,107.3072,97.9329,81.535
43.7437,37.6556,46.6394,23.2499,24.5397,-1.4322,1247.3573,7.4227,7.3203,45.8739,107.0703,97.9388,81.5154
43.8438,37.6765,46.6535,23.2217,24.5635,-1.429,1247.2621,7.4055,7.3426,45.8732,106.9506,97.928,81.493
43.9439,37.6769,46.6491,23.2488,24.5419,-1.4371,1247.1116,7.4145,7.3394,45.8342,106.7812,97.9157,81.4868
44.044,37.687,46.6508,23.2347,24.5621,-1.4326,1246.7853,7.4086,7.35,45.8301,106.4186,97.9034,81.4487
44.1441,37.7027,46.6676,23.2515,24.562,-1.4341,1246.6329,7.4055,7.3451,45.7913,106.2598,97.8857,81.4425
44.2442,37.7095,46.6703,23.2592,24.5623,-1.4343,1246.5941,7.4055,7.3557,45.8143,106.2145,97.889,81.4611
44.3443,37.7192,46.6727,23.2416,24.5575,-1.4405,1246.5848,7.3982,7.342,45.7883,106.216,97.8983,81.4536
44.4444,37.7183,46.7033,23.2648,24.5644,-1.4363,1246.5033,7.4037,7.3575,45.7932,106.1098,97.8742,81.4423
44.5445,37.7444,46.6952,23.2504,24.5591,-1.4261,1246.2923,7.4127,7.3459,45.7819,105.9052,97.8618,81.4386
44.6446,37.7661,46.7156,23.2646,24.5709,-1.4503,1245.9822,7.3995,7.3319,45.7603,105.5143,97.8466,81.4027
44.7447,37.791,46.7365,23.2716,24.5686,-1.4253,1245.8118,7.413,7.3398,45.7434,105.3757,97.8272,81.3939
44.8448,37.7921,46.7489,23.2564,24.5905,-1.4462,1245.6685,7.4031,7.3324,45.748,105.1975,97.8435,81.3982
44.9449,37.8251,46.7516,23.2665,24.5729,-1.4537,1245.4998,7.417,7.3482,45.7189,105.0273,97.8109,81.3952
45.045,37.864,46.8056,23.2867,24.5844,-1.4218,1244.9425,7.4055,7.3478,45.6896,104.4232,97.7855,81.3331
45.1451,37.9072,46.8245,23.2859,24.5849,-1.4403,1244.751,7.4004,7.3447,45.6597,104.2179,97.775,81.3144
45.2452,37.9103,46.8412,23.2815,24.5829,-1.4315,1244.6596,7.3895,7.3433,45.6415,104.1605,97.7766,81.3245
45.3453,37.894,46.8269,23.2928,24.5918,-1.4433,1244.6614,7.4256,7.3256,45.6595,104.1357,97.7877,81.3074
45.4454,37.9112,46.8633,23.2952,24.6065,-1.4346,1244.5826,7.3992,7.3464,45.6462,104.0671,97.7806,81.3101
45.5455,37.9603,46.8787,23.2881,24.5805,-1.4379,1244.1971,7.4347,7.3484,45.6146,103.6891,97.7546,81.2811
45.6456,38.0124,46.9517,23.2776,24.6198,-1.4263,1243.5627,7.3997,7.3456,45.5469,103.0202,97.7117,81.2014
45.7457,38.0697,46.9889,23.2934,24.6152,-1.4377,1243.2362,7.4141,7.3448,45.54,102.6536,97.6936,81.1884
45.8458,38.0687,47.0086,23.3066,24.6313,-1.4141,1243.1412,7.3767,7.3541,45.5208,102.6036,97.6789,81.1789
45.9459,38.1183,47.0059,23.3151,24.6238,-1.4182,1242.9735,7.4095,7.3521,45.4891,102.3977,97.6629,81.1657
46.046,38.133,47.0632,23.2911,24.6386,-1.4183,1242.6982,7.4044,7.3555,45.479,102.1048,97.6504,81.1443
46.1461,38.1314,47.0573,23.3166,24.6253,-1.4463,1242.5633,7.4268,7.3396,45.4444,102.0033,97.6302,81.123
46.2462,38.1682,47.0776,23.3184,24.6267,-1.438,1242.521,7.4031,7.3378,45.4482,101.9303,97.6346,81.1277
46.3463,38.1636,47.0859,23.3151,24.6262,-1.4302,1242.4623,7.4222,7.3498,45.4672,101.8747,97.6358,81.1244
46.4464,38.1745,47.1027,23.3295,24.6268,-1.4396,1242.3659,7.3951,7.3223,45.4603,101.7806,97.6213,81.114
46.5465,38.2067,47.1042,23.2993,24.6347,-1.437,1242.2177,7.3993,7.3544,45.4382,101.6304,97.6062,81.1068
46.6466,38.2981,47.2076,23.3372,24.6509,-1.4462,1241.6091,7.4157,7.329,45.3802,101.0491,97.5612,81.0582
46.7467,38.3246,47.2513,23.3226,24.6486,-1.4445,1241.309,7.4083,7.3315,45.327,100.7689,97.5785,81.0057
46.8468,38.3182,47.2576,23.3317,24.6574,-1.4529,1241.2927,7.4104,7.3477,45.3282,100.729,97.5588,81.0055
46.9469,38.3331,47.262,23.3413,24.6559,-1.4399,1241.1938,7.4158,7.3426,45.3257,100.6213,97.5587,81.0035
47.047,38.3777,47.3113,23.3512,24.663,-1.4376,1240.9098,7.4218,7.3351,45.3146,100.3839,97.52,80.9786
47.1471,38.402,47.3233,23.3606,24.6505,-1.4307,1240.862,7.4117,7.3342,45.3053,100.3009,97.5249,80.9863
47.2472,38.421,47.315,23.3447,24.6613,-1.4308,1240.7892,7.397,7.3292,45.2804,100.2587,97.5355,80.9884
47.3473,38.4256,47.3359,23.3569,24.6567,-1.4325,1240.7755,7.3985,7.3442,45.2947,100.2443,97.5244,80.9882
47.4474,38.4029,47.3113,23.3858,24.6411,-1.4496,1240.7611,7.4172,7.3285,45.2892,100.2069,97.5166,80.9765
47.5475,38.4405,47.35,23.3491,24.6788,-1.4454,1240.6631,7.4118,7.3555,45.3026,100.1348,97.5024,80.9527
47.6476,38.4923,47.4076,23.3568,24.6763,-1.4376,1240.3478,7.3996,7.3354,45.2595,99.8107,97.4697,80.9494
47.7477,38.5882,47.4946,23.3761,24.6962,-1.4432,1239.829,7.4007,7.3354,45.2362,99.3369,97.4744,80.9433
47.8478,38.6086,47.5482,23.3713,24.6886,-1.4418,1239.6155,7.3859,7.3523,45.2316,99.1405,97.455,80.901
47.9479,38.63,47.5542,23.3745,24.6919,-1.4474,1239.5053,7.4053,7.3523,45.2406,99.0211,97.4418,80.9226
48.048,38.6938,47.5907,23.3783,24.7188,-1.4495,1239.1873,7.4005,7.3424,45.1976,98.7664,97.4144,80.8627
48.1481,38.6997,47.6131,23.3989,24.7012,-1.4347,1239.0964,7.3907,7.3498,45.2035,98.6706,97.4248,80.8846
48.2482,38.683,47.6192,23.387,24.7097,-1.429,1239.1113,7.3925,7.3539,45.1952,98.656,97.4281,80.8641
48.3483,38.7087,47.6372,23.4017,24.7135,-1.4533,1238.9676,7.3982,7.3213,45.2061,98.57,97.4128,80.8654
48.4484,38.7148,47.6623,23.4131,24.713,-1.4459,1238.8677,7.386,7.337,45.1769,98.4913,97.387,80.8521
48.5485,38.7577,47.6578,23.4063,24.7304,-1.4425,1238.6645,7.3962,7.3385,45.1614,98.323,97.382,80.8191
48.6486,38.8432,47.7646,23.4092,24.7232,-1.4496,1238.0916,7.3976,7.3506,45.103,97.8021,97.3396,80.7949
48.7487,38.8764,47.7897,23.4277,24.722,-1.4314,1237.8638,7.4,7.3549,45.0859,97.5976,97.3427,80.8018
48.8488,38.881,47.8075,23.4219,24.7278,-1.4524,1237.7578,7.4023,7.3238,45.0783,97.5171,97.3377,80.7564
48.9489,38.9305,47.8282,23.4198,24.7298,-1.4477,1237.4967,7.4027,7.331,45.0465,97.2828,97.3365,80.7206
49.049,39.0028,47.9217,23.4343,24.7475,-1.4465,1236.9353,7.4166,7.3445,45.0093,96.8067,97.2862,80.6883
49.1491,39.0468,47.9592,23.4295,24.7652,-1.444,1236.7813,7.4102,7.3461,44.9799,96.6751,97.2675,80.6912
49.2492,39.0842,47.9909,23.4594,24.753,-1.4562,1236.5903,7.39,7.3158,44.9637,96.5144,97.252,80.6667
49.3493,39.1129,48.0066,23.46,24.7927,-1.4564,1236.4465,7.398,7.3292,44.9357,96.4198,97.2445,80.6673
49.4494,39.132,48.0474,23.4334,24.7688,-1.4485,1236.2255,7.3909,7.3247,44.9364,96.2211,97.2192,80.6336
49.5495,39.1806,48.1018,23.4579,24.77,-1.4564,1235.9058,7.3986,7.3461,44.9173,95.9686,97.1891,80.6305
49.6496,39.3482,48.2565,23.4826,24.7853,-1.4583,1235.0005,7.388,7.3378,44.8454,95.2182,97.1278,80.567
49.7497,39.4023,48.3044,23.4842,24.8111,-1.4572,1234.5894,7.4083,7.3399,44.8333,94.9276,97.1286,80.5141
49.8498,39.4132,48.3016,23.5005,24.8132,-1.4554,1234.5456,7.3932,7.3345,44.8393,94.8646,97.1172,80.4992
49.9499,39.4929,48.399,23.5015,24.8035,-1.454,1234.1483,7.3951,7.3401,44.7717,94.5548,97.0983,80.4702
50.0501,39.6123,48.5084,23.536,24.8235,-1.4652,1233.5776,7.3918,7.3302,44.7365,94.0955,97.0663,80.4474
50.1502,39.6939,48.576,23.5526,24.8654,-1.4673,1233.2544,7.3952,7.3198,44.7,93.8341,97.0349,80.4087
50.2503,39.7209,48.5877,23.5499,24.8617,-1.4482,1233.1651,7.3783,7.3267,44.6759,93.7689,97.0205,80.3832
50.3504,39.8045,48.7021,23.5767,24.8696,-1.4773,1232.8103,7.3936,7.3185,44.6581,93.504,97.0177,80.3741
50.4505,40.071,48.9994,23.5972,24.9106,-1.471,1231.7345,7.4036,7.3267,44.5308,92.6738,96.949,80.2614
50.5506,40.1875,49.111,23.6145,24.9118,-1.4529,1231.389,7.3737,7.3402,44.5197,92.4106,96.8982,80.2102
50.6507,40.2008,49.0975,23.6144,24.9049,-1.4548,1231.2687,7.3852,7.3332,44.5159,92.3351,96.9008,80.2194
50.7508,40.2301,49.1173,23.6294,24.9439,-1.4581,1231.2264,7.3723,7.3443,44.5021,92.2561,96.8923,80.2177
50.8509,40.2317,49.1508,23.6205,24.9373,-1.4802,1231.1654,7.4015,7.3217,44.4869,92.2202,96.8884,80.2075
50.951,40.2551,49.1569,23.6181,24.9412,-1.4829,1231.068,7.3895,7.3388,44.4942,92.1621,96.8986,80.1951
51.0511,40.3043,49.2147,23.634,24.9312,-1.4577,1230.8598,7.3849,7.3197,44.4664,92.016,96.877,80.1844
51.1512,40.3351,49.2305,23.6326,24.9623,-1.4723,1230.731,7.4104,7.3283,44.4595,91.9225,96.8683,80.17
51.2513,40.3575,49.2481,23.6297,24.9439,-1.4674,1230.6055,7.3944,7.3415,44.4566,91.8255,96.8395,80.1677
51.3514,40.4063,49.3219,23.6525,24.9614,-1.4524,1230.3384,7.3959,7.3176,44.4422,91.6262,96.8377,80.1543
51.4515,40.535,49.4216,23.6671,24.9578,-1.4747,1229.8234,7.3969,7.3284,44.3916,91.2771,96.7848,80.097
51.5516,40.598,49.4506,23.6737,24.9902,-1.4739,1229.5774,7.3955,7.32,44.3814,91.0849,96.7871,80.0996
51.6517,40.6138,49.4798,23.6807,24.9871,-1.4646,1229.4707,7.3751,7.334,44.378,91.0012,96.7727,80.074
51.7518,40.6225,49.512,23.681,24.9847,-1.4597,1229.3969,7.3874,7.3248,44.3896,90.9617,96.741,80.0945
51.8519,40.6594,49.5056,23.6687,24.9972,-1.4824,1229.3167,7.4108,7.3334,44.362,90.9048,96.7662,80.0966
51.952,40.6959,49.5436,23.6948,24.9781,-1.4455,1229.1184,7.3871,7.3149,44.3608,90.7593,96.7461,80.0783
52.0521,40.7903,49.6638,23.7103,25.0151,-1.4693,1228.6071,7.3988,7.3282,44.3371,90.4051,96.7118,80.0197
52.1522,40.8344,49.6993,23.7146,25.0338,-1.4701,1228.4173,7.3866,7.3148,44.3143,90.2594,96.684,80.0221
52.2523,40.8448,49.6933,23.7067,25.013,-1.4683,1228.3841,7.3777,7.3241,44.3263,90.2315,96.688,80.0405
52.3524,40.8972,49.7577,23.73,25.0375,-1.4679,1228.1339,7.4013,7.3078,44.3077,90.0703,96.686,79.9958
52.4525,40.9443,49.8014,23.7286,25.0154,-1.4774,1227.9001,7.3836,7.3111,44.3084,89.919,96.6849,79.9908
52.5526,41.0002,49.8595,23.7317,25.0302,-1.4653,1227.5493,7.3861,7.3248,44.2674,89.6678,96.6471,79.9672
52.6527,41.0602,49.8997,23.7452,25.0551,-1.4432,1227.3515,7.3813,7.3123,44.2591,89.5583,96.6227,79.9843
52.7528,41.0705,49.9369,23.743,25.0464,-1.4847,1227.2688,7.3624,7.3162,44.2542,89.4975,96.645,79.9631
52.8529,41.0833,49.9222,23.7721,25.0669,-1.4739,1227.2477,7.3833,7.3216,44.2479,89.4859,96.6223,79.9648
52.953,41.0761,49.9452,23.7487,25.0446,-1.4825,1227.1266,7.3805,7.3126,44.2465,89.4044,96.6226,79.9419
53.0531,41.138,49.9864,23.7603,25.0494,-1.4681,1226.922,7.3753,7.32,44.2401,89.2745,96.6163,79.9268
53.1532,41.1685,50.0143,23.7805,25.0644,-1.4748,1226.7446,7.3669,7.3111,44.1938,89.1323,96.5773,79.9198
53.2533,41.208,50.0445,23.7798,25.0706,-1.4784,1226.6115,7.3624,7.3234,44.2143,89.057,96.5726,79.8851
53.3534,41.2357,50.0917,23.774,25.0661,-1.4665,1226.3733,7.3693,7.3215,44.1951,88.896,96.5645,79.8846
53.4535,41.3213,50.1646,23.8046,25.0951,-1.4834,1225.8675,7.3807,7.3238,44.1233,88.5897,96.5303,79.8125
53.5536,41.3338,50.1785,23.8059,25.0897,-1.4839,1225.8355,7.3915,7.3316,44.1188,88.5604,96.5285,79.8225
53.6537,41.3719,50.186,23.7754,25.0827,-1.4851,1225.6598,7.3884,7.3334,44.0945,88.4505,96.5373,79.802
53.7538,41.4001,50.2134,23.8053,25.1017,-1.494,1225.5862,7.3648,7.3149,44.0957,88.3931,96.5058,79.8129
53.8539,41.384,50.224,23.8049,25.0981,-1.4872,1225.4936,7.3857,7.3196,44.0829,88.3029,96.5076,79.7999
53.954,41.4185,50.2654,23.8081,25.0864,-1.4812,1225.373,7.3838,7.3215,44.0599,88.2436,96.4863,79.7736
54.0541,41.4601,50.3134,23.8071,25.1239,-1.4565,1224.9763,7.3742,7.3228,44.0477,87.9864,96.4731,79.7496
54.1542,41.5106,50.3498,23.813,25.1206,-1.4731,1224.8088,7.3589,7.3109,44.0158,87.894,96.4599,79.7248
54.2543,41.5019,50.358,23.8092,25.1163,-1.4725,1224.773,7.3847,7.3174,44.0246,87.8555,96.4429,79.7211
54.3544,41.5315,50.3813,23.8147,25.1072,-1.4912,1224.5071,7.3769,7.3282,44.0091,87.7064,96.4372,79.7073
54.4545,41.6194,50.4833,23.8377,25.1405,-1.4977,1223.937,7.3722,7.3124,43.9968,87.3365,96.3771,79.68
54.5546,41.6534,50.4886,23.8262,25.1352,-1.4702,1223.7471,7.3714,7.3265,43.9615,87.2108,96.3932,79.6571
54.6547,41.6613,50.491,23.8246,25.1397,-1.4736,1223.7057,7.3694,7.33,43.9548,87.2028,96.3881,79.6698
54.7548,41.6821,50.512,23.8485,25.1419,-1.4762,1223.5828,7.3889,7.3316,43.9508,87.1378,96.3636,79.6481
54.8549,41.7003,50.5386,23.8343,25.1316,-1.4879,1223.4783,7.3685,7.3002,43.955,87.0742,96.3611,79.6512
54.955,41.7213,50.5642,23.8487,25.1353,-1.4795,1223.2714,7.3839,7.3235,43.9282,86.9353,96.3534,79.633
55.0551,41.796,50.6332,23.8636,25.1551,-1.4755,1222.7258,7.3727,7.3123,43.8957,86.6088,96.3343,79.5959
55.1552,41.8101,50.6459,23.8551,25.1471,-1.4803,1222.578,7.3916,7.326,43.8894,86.5201,96.2904,79.5824
55.2553,41.8143,50.6774,23.8679,25.1491,-1.4699,1222.5633,7.3833,7.3159,43.8744,86.5081,96.2968,79.5732
55.3554,41.8258,50.66,23.8712,25.1657,-1.4677,1222.5564,7.3709,7.3007,43.8813,86.4913,96.3219,79.5769
55.4555,41.8189,50.6664,23.865,25.1817,-1.4738,1222.4835,7.3761,7.3272,43.8728,86.4507,96.2944,79.5583
55.5556,41.8496,50.7067,23.8685,25.1766,-1.4888,1222.2492,7.3889,7.3202,43.8549,86.3233,96.276,79.5457
55.6557,41.9434,50.7787,23.875,25.1702,-1.4787,1221.7914,7.3974,7.322,43.8156,86.0245,96.2513,79.503
55.7558,41.9406,50.7654,23.8865,25.1817,-1.4806,1221.6954,7.3742,7.339,43.8139,85.981,96.2313,79.4906
55.8559,42.0315,50.8213,23.8984,25.1844,-1.4813,1221.2758,7.3895,7.3243,43.7788,85.7389,96.1947,79.4662
55.956,42.0223,50.8564,23.9199,25.1765,-1.4679,1221.0853,7.3741,7.306,43.7637,85.6084,96.1835,79.4346
56.0561,42.0487,50.8793,23.9119,25.1876,-1.4688,1220.9539,7.3705,7.321,43.7606,85.5538,96.2102,79.4252
56.1562,42.1105,50.9418,23.9145,25.201,-1.4688,1220.5196,7.3867,7.3198,43.7143,85.281,96.1636,79.403
56.2563,42.154,50.9658,23.9035,25.1962,-1.5012,1220.2131,7.3969,7.3152,43.6807,85.1019,96.1143,79.3619
56.3564,42.1886,51.0205,23.919,25.2098,-1.4574,1220.0992,7.3609,7.3107,43.6899,85.01,96.1231,79.358
56.4565,42.2673,51.0853,23.924,25.2183,-1.4837,1219.5247,7.3759,7.3086,43.6193,84.7332,96.0768,79.301
56.5566,42.2803,51.097,23.9533,25.2285,-1.4783,1219.3603,7.3616,7.2949,43.5998,84.6376,96.0739,79.2826
56.6567,42.2705,51.1059,23.9357,25.2232,-1.466,1219.3324,7.3676,7.31,43.6131,84.6348,96.0732,79.2816
56.7568,42.3009,51.1109,23.9279,25.2449,-1.4841,1219.2734,7.3612,7.2962,43.6185,84.59,96.0589,79.2839
56.8569,42.2954,51.1281,23.9276,25.2267,-1.4888,1219.2051,7.3622,7.3126,43.6067,84.5579,96.0564,79.2727
56.957,42.3403,51.1452,23.9339,25.2434,-1.4912,1219.0493,7.371,7.3063,43.5685,84.4552,96.0642,79.2655
57.0571,42.4109,51.2231,23.9551,25.244,-1.4893,1218.5547,7.3869,7.2977,43.5333,84.2005,96.0306,79.2433
57.1572,42.4424,51.2626,23.953,25.2668,-1.4621,1218.379,7.3608,7.3159,43.5357,84.0798,95.9966,79.2061
57.2573,42.4792,51.3011,23.9638,25.2673,-1.4801,1218.126,7.3709,7.3168,43.5028,83.9617,95.9849,79.1742
57.3574,42.5281,51.3472,23.9683,25.2519,-1.4694,1217.8693,7.3751,7.3072,43.473,83.8238,95.9832,79.165
57.4575,42.6727,51.4684,23.9986,25.3025,-1.4732,1217.0208,7.3545,7.3103,43.4201,83.3588,95.9276,79.0964
57.5576,42.7286,51.5419,24.0218,25.2851,-1.4838,1216.6897,7.3763,7.3193,43.406,83.1846,95.8882,79.0752
57.6577,42.7353,51.5468,24.0038,25.3022,-1.4802,1216.64,7.361,7.2993,43.3902,83.1549,95.868,79.0685
57.7578,42.7493,51.5481,24.0112,25.3042,-1.4905,1216.5476,7.3627,7.3032,43.401,83.115,95.8707,79.0578
57.8579,42.7647,51.5793,24.0102,25.2889,-1.4711,1216.441,7.3731,7.3106,43.3917,83.042,95.8629,79.0297
57.958,42.7763,51.598,24.0094,25.295,-1.486,1216.3333,7.3718,7.3215,43.3769,82.9922,95.8688,79.0616
58.0581,42.8133,51.6011,24.0266,25.2925,-1.4735,1216.1401,7.3679,7.3075,43.3615,82.8948,95.848,79.0079
58.1582,42.8882,51.6859,24.0394,25.31,-1.4846,1215.6292,7.358,7.3142,43.3482,82.6463,95.8059,78.9863
58.2583,42.911,51.7067,24.0286,25.3222,-1.495,1215.4306,7.3537,7.2852,43.3115,82.516,95.8126,78.9758
58.3584,42.9416,51.7483,24.0363,25.3165,-1.4663,1215.0576,7.3752,7.3357,43.294,82.3393,95.783,78.9397
58.4585,43.0125,51.8151,24.0454,25.3213,-1.4702,1214.5709,7.3738,7.3043,43.2596,82.0932,95.7592,78.8984
58.5586,43.0278,51.8364,24.0366,25.3427,-1.4901,1214.2898,7.3599,7.3276,43.2363,81.9439,95.7086,78.8951
58.6587,43.0552,51.8483,24.0627,25.338,-1.4861,1214.1446,7.3602,7.3107,43.2219,81.8829,95.7018,78.8762
58.7588,43.0625,51.8578,24.0399,25.363,-1.4736,1214.0575,7.3643,7.3117,43.22,81.8394,95.7058,78.8653
58.8589,43.0494,51.874,24.0525,25.3286,-1.4795,1213.9938,7.3853,7.3061,43.2191,81.8162,95.7002,78.869
58.959,43.0873,51.896,24.0525,25.3575,-1.4992,1213.7103,7.3829,7.3196,43.1899,81.6651,95.6816,78.8404
59.0591,43.1784,51.9605,24.0691,25.3449,-1.4956,1213.092,7.3685,7.3097,43.1649,81.3676,95.6381,78.8074
59.1592,43.2195,52.0124,24.0627,25.3552,-1.4943,1212.7909,7.3712,7.3236,43.1444,81.2428,95.6022,78.7807
59.2593,43.2593,52.0286,24.0781,25.3798,-1.5033,1212.5174,7.3775,7.3147,43.1112,81.1165,95.602,78.7513
59.3594,43.2774,52.0765,24.0784,25.3672,-1.4974,1212.048,7.3566,7.326,43.1004,80.8611,95.5516,78.7457
59.4595,43.3962,52.1847,24.0994,25.3928,-1.5015,1211.1243,7.3732,7.3153,43.0352,80.413,95.4941,78.6675
59.5596,43.4551,52.239,24.1114,25.3996,-1.4869,1210.7296,7.3796,7.3042,43.0202,80.1975,95.4632,78.6499
59.6597,43.4735,52.2509,24.1034,25.3773,-1.5113,1210.6034,7.3573,7.307,43.0139,80.1532,95.458,78.6319
59.7598,43.4761,52.2542,24.127,25.3948,-1.4952,1210.5778,7.3729,7.3165,42.9784,80.1432,95.4569,78.6455
59.8599,43.4816,52.2626,24.1043,25.4002,-1.4796,1210.4557,7.3791,7.3123,43.003,80.1101,95.4489,78.6216
59.96,43.5168,52.3036,24.1316,25.4247,-1.4832,1210.154,7.3593,7.2965,42.9721,79.9501,95.4269,78.616
60.0601,43.6281,52.4271,24.1284,25.408,-1.4831,1209.196,7.3757,7.3088,42.8981,79.5103,95.368,78.5124
60.1602,43.7239,52.4714,24.1377,25.4212,-1.4846,1208.6155,7.3581,7.3089,42.8705,79.2288,95.3169,78.4664
60.2603,43.7284,52.5075,24.1604,25.4265,-1.4709,1208.4504,7.3734,7.2974,42.8444,79.1591,95.2881,78.4684
60.3604,43.7476,52.5481,24.15,25.447,-1.49,1208.1569,7.3625,7.299,42.8106,79.036,95.2872,78.4464
60.4605,43.8771,52.6349,24.1704,25.4537,-1.4841,1207.5202,7.3611,7.3087,42.7524,78.7327,95.2431,78.3697
60.5606,43.9312,52.6744,24.1533,25.4812,-1.4876,1207.1523,7.366,7.3138,42.7311,78.5577,95.226,78.3447
60.6607,43.9412,52.7138,24.1805,25.4656,-1.4876,1207.0949,7.3446,7.2999,42.7241,78.5436,95.2171,78.3461
60.7608,43.9503,52.7353,24.1668,25.4779,-1.4817,1206.9097,7.371,7.3215,42.7204,78.4529,95.1928,78.3319
60.8609,44.0127,52.7868,24.2012,25.4688,-1.4913,1206.5492,7.3607,7.3029,42.6837,78.2779,95.15,78.3021
60.961,44.1037,52.8897,24.2057,25.5025,-1.5042,1205.9604,7.3584,7.2927,42.6389,78.0325,95.1239,78.2396
61.0611,44.1733,52.9224,24.2095,25.513,-1.4905,1205.7098,7.3756,7.2978,42.6201,77.9253,95.0999,78.2196
61.1612,44.2009,52.9983,24.196,25.5095,-1.4862,1205.4056,7.3473,7.2965,42.6001,77.7766,95.0754,78.1839
61.2613,44.2225,52.9903,24.2153,25.4956,-1.505,1205.363,7.3604,7.3036,42.5898,77.7842,95.0764,78.1878
61.3614,44.2741,53.0512,24.2234,25.5153,-1.4884,1205.0679,7.3628,7.2922,42.5861,77.6369,95.063,78.1579
61.4615,44.5072,53.2618,24.2503,25.5333,-1.4776,1203.8709,7.3605,7.2993,42.4729,77.1274,94.9868,78.0588
61.5616,44.5369,53.3239,24.2464,25.5637,-1.4883,1203.6374,7.3609,7.303,42.4641,77.0222,94.9666,78.0324
61.6617,44.5802,53.31,24.2579,25.5416,-1.5073,1203.5571,7.3443,7.2878,42.463,77.0099,94.9552,78.0416
61.7618,44.5419,53.3326,24.2845,25.5666,-1.4801,1203.5131,7.3554,7.3098,42.4511,76.9876,94.9458,78.0411
61.8619,44.576,53.3255,24.2632,25.5633,-1.4799,1203.4585,7.349,7.2792,42.4588,76.9782,94.942,78.0209
61.962,44.5792,53.3544,24.2745,25.5752,-1.4721,1203.3856,7.3523,7.2922,42.43,76.9311,94.9566,78.003
62.0621,44.6331,53.4075,24.2898,25.5764,-1.4872,1203.0936,7.3472,7.3178,42.4259,76.8287,94.9071,77.9844
62.1622,44.6743,53.4307,24.2702,25.5725,-1.4901,1202.9564,7.3462,7.2994,42.4062,76.7445,94.9081,77.9851
62.2623,44.6669,53.4605,24.2953,25.5742,-1.4688,1202.8642,7.3658,7.3011,42.4057,76.7202,94.8712,77.9602
62.3624,44.716,53.4824,24.3164,25.5825,-1.4802,1202.6115,7.3552,7.3065,42.3916,76.6113,94.883,77.9668
62.4625,44.7682,53.541,24.3083,25.6065,-1.4787,1202.3451,7.3644,7.3013,42.3973,76.4937,94.868,77.9341
62.5626,44.8924,53.6468,24.3361,25.6175,-1.4697,1201.5921,7.3728,7.2907,42.3683,76.2124,94.8091,77.9049
62.6627,44.978,53.731,24.3341,25.6161,-1.4625,1201.1416,7.3366,7.2912,42.3318,76.0333,94.7799,77.8953
62.7628,44.9909,53.7468,24.3485,25.6186,-1.4818,1201.0004,7.3243,7.3011,42.3111,75.9869,94.7637,77.8578
62.8629,45.0156,53.7518,24.3487,25.6104,-1.4786,1200.9569,7.3586,7.3109,42.3123,75.9602,94.7698,77.872
62.963,45.0687,53.7972,24.3417,25.6063,-1.4933,1200.7277,7.3534,7.3036,42.3028,75.8752,94.7448,77.8534
63.0631,45.1288,53.8763,24.3572,25.618,-1.4869,1200.2586,7.3461,7.3074,42.2848,75.6788,94.7134,77.8297
