hemodynamics hb value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_HCO3,cvSys_HCO3,cvSys_O2sat,hb,caSys_pH,cvSys_pH,caSys_pO2,caSys_BE,caSys_O2sat
10.9159,1110.6749,31.174,40.2248,48.1853,22.2779,23.5787,83.51,10.9737,7.4764,7.3913,266.6079,-1.2055,99.8568
10.9309,1110.6862,31.1872,40.2146,48.1891,22.2676,23.5988,83.4977,10.9452,7.4794,7.3803,266.5785,-1.223,99.8498
10.9459,1110.6821,31.1941,40.2102,48.1753,22.2515,23.5852,83.5059,10.9835,7.4595,7.3907,266.592,-1.2256,99.8259
10.961,1110.6782,31.1903,40.2283,48.1854,22.2699,23.5931,83.5022,10.9638,7.4794,7.3862,266.5792,-1.2277,99.8522
10.976,1110.6869,31.1996,40.2215,48.1732,22.2525,23.5798,83.4964,10.9682,7.4784,7.3826,266.5932,-1.2194,99.842
10.991,1110.687,31.1977,40.2084,48.1722,22.2758,23.61,83.5164,10.9797,7.4742,7.3794,266.5865,-1.216,99.8454
11.006,1110.675,31.1955,40.2205,48.1844,22.2876,23.5798,83.5036,10.9769,7.4842,7.3791,266.609,-1.2218,99.8483
11.021,1110.6589,31.2152,40.2123,48.1708,22.2639,23.597,83.5008,10.9673,7.4764,7.3733,266.5835,-1.2228,99.8265
11.036,1110.6847,31.2114,40.1888,48.1777,22.2718,23.5852,83.5079,10.9629,7.4635,7.4005,266.5948,-1.1951,99.8478
11.0511,1110.672,31.189,40.2292,48.1783,22.2458,23.5825,83.5049,10.9754,7.4846,7.3875,266.5944,-1.2162,99.8422
11.0661,1110.6753,31.1995,40.1921,48.1982,22.2673,23.6026,83.5187,10.9514,7.4951,7.3858,266.5687,-1.2405,99.8542
11.0811,1110.6842,31.2145,40.2129,48.1857,22.2661,23.5989,83.5193,10.9719,7.4809,7.382,266.6,-1.1961,99.8417
11.0961,1110.674,31.198,40.1993,48.1918,22.2687,23.5783,83.4929,10.9837,7.478,7.3995,266.5968,-1.2315,99.835
11.1111,1110.6762,31.2041,40.2141,48.1802,22.2635,23.5966,83.5164,10.9747,7.4825,7.3726,266.5902,-1.2087,99.8475
11.1261,1110.6654,31.1865,40.1929,48.184,22.2713,23.5751,83.5011,10.9613,7.4681,7.3771,266.5913,-1.2235,99.8507
11.1411,1110.6831,31.1907,40.2079,48.1705,22.2684,23.5852,83.513,10.9784,7.473,7.3861,266.6057,-1.2237,99.8559
11.1562,1110.6741,31.2059,40.2143,48.1824,22.2645,23.5869,83.5082,10.9775,7.4698,7.3975,266.5876,-1.22,99.847
11.1712,1110.6815,31.1848,40.2089,48.1983,22.2745,23.6028,83.5236,10.9799,7.4816,7.3886,266.5892,-1.2127,99.8501
11.1862,1110.6943,31.1958,40.2065,48.1748,22.2637,23.5958,83.5071,10.976,7.4888,7.3887,266.5913,-1.2158,99.8489
11.2012,1110.6726,31.2136,40.2066,48.2089,22.2566,23.6011,83.5103,10.9818,7.4731,7.3895,266.6159,-1.2033,99.8517
11.2162,1110.6755,31.1864,40.2223,48.2006,22.2737,23.5806,83.5089,10.9791,7.4729,7.3774,266.6018,-1.2259,99.8454
11.2312,1110.6731,31.205,40.1992,48.1956,22.2681,23.5872,83.5088,10.9699,7.4735,7.3938,266.5825,-1.2177,99.8459
11.2462,1110.6627,31.2072,40.2053,48.1922,22.2702,23.5844,83.4987,10.9791,7.4832,7.3978,266.5755,-1.2245,99.8549
11.2613,1110.6768,31.21,40.2282,48.1887,22.265,23.5941,83.5136,10.9588,7.4578,7.3853,266.6078,-1.2248,99.8611
11.2763,1110.6671,31.2104,40.2159,48.1854,22.2618,23.5902,83.5062,10.9645,7.4747,7.4113,266.5823,-1.216,99.8418
11.2913,1110.6795,31.1903,40.2109,48.1974,22.2721,23.5803,83.5038,10.9799,7.5003,7.4045,266.5874,-1.2142,99.844
11.3063,1110.683,31.2143,40.2208,48.1806,22.3005,23.6004,83.5025,10.9576,7.4871,7.3857,266.5842,-1.221,99.8439
11.3213,1110.6755,31.2098,40.2087,48.1868,22.2738,23.5841,83.4876,10.9479,7.4716,7.3951,266.5938,-1.2143,99.8324
11.3363,1110.6716,31.1974,40.2093,48.183,22.2772,23.5958,83.5123,10.9599,7.4842,7.3882,266.5794,-1.1922,99.8485
11.3514,1110.6723,31.1944,40.2034,48.1725,22.2708,23.5826,83.5198,10.9809,7.4817,7.3937,266.5843,-1.2338,99.8312
11.3664,1110.682,31.1975,40.211,48.2035,22.2683,23.6023,83.5039,10.9749,7.4913,7.3768,266.605,-1.2223,99.8533
11.3814,1110.6817,31.2023,40.2164,48.1789,22.2804,23.588,83.5139,10.9663,7.4937,7.4015,266.5917,-1.2124,99.8602
11.3964,1110.6663,31.1959,40.2057,48.1847,22.2613,23.5871,83.5051,10.9534,7.4864,7.3767,266.5846,-1.2219,99.8511
11.4114,1110.6759,31.1949,40.2294,48.1869,22.2603,23.5962,83.5087,10.9709,7.4831,7.3854,266.5982,-1.2031,99.8439
11.4264,1110.6853,31.2003,40.2063,48.2036,22.2603,23.6096,83.4989,10.9747,7.4828,7.3989,266.5897,-1.2114,99.8289
11.4414,1110.6638,31.1769,40.1886,48.1808,22.2929,23.5724,83.5086,10.967,7.4744,7.3998,266.5898,-1.2082,99.8255
11.4565,1110.6737,31.1999,40.2091,48.1805,22.2713,23.5893,83.5165,10.9698,7.4868,7.3874,266.5907,-1.2279,99.8485
11.4715,1110.7049,31.2111,40.2153,48.1913,22.262,23.5897,83.4954,10.9754,7.4743,7.41,266.5913,-1.2216,99.8318
11.4865,1110.679,31.1942,40.2032,48.1986,22.2872,23.5802,83.513,10.9674,7.4844,7.3841,266.5669,-1.2225,99.8268
11.5015,1196.4246,30.7138,39.8027,49.7557,22.1849,23.5278,84.6581,11.8495,7.4783,7.3852,265.7445,-1.1895,99.8479
11.5165,1196.4031,30.7501,39.8269,49.7541,22.1942,23.5204,84.6887,11.849,7.493,7.4025,265.7787,-1.2,99.8371
11.5315,1196.4258,30.7274,39.8189,49.7582,22.1888,23.5327,84.6908,11.8513,7.4668,7.3761,265.7579,-1.1986,99.8404
11.5465,1196.426,30.7258,39.8199,49.7646,22.1725,23.5359,84.6699,11.857,7.4698,7.3974,265.7706,-1.2159,99.8265
11.5616,1196.4107,30.7148,39.8383,49.7581,22.2057,23.5534,84.709,11.8856,7.4841,7.3803,265.7565,-1.21,99.8129
11.5766,1196.4211,30.7066,39.8379,49.7368,22.2025,23.5172,84.6912,11.846,7.4615,7.3915,265.7531,-1.1993,99.8358
11.5916,1196.4277,30.7123,39.829,49.7644,22.1855,23.5502,84.6837,11.8478,7.484,7.4033,265.7533,-1.2125,99.8227
11.6066,1196.4263,30.7173,39.8176,49.7394,22.1919,23.5314,84.6903,11.8552,7.4864,7.3979,265.7527,-1.2049,99.8254
11.6216,1196.4362,30.7337,39.827,49.7563,22.1904,23.5276,84.6946,11.8627,7.477,7.3815,265.7731,-1.1907,99.8529
11.6366,1196.41,30.7249,39.798,49.7494,22.2079,23.5257,84.6917,11.8497,7.4965,7.3812,265.7645,-1.1911,99.8398
11.6517,1196.4151,30.7179,39.8177,49.7385,22.1889,23.5343,84.6875,11.8607,7.4832,7.3843,265.7547,-1.2066,99.8274
11.6667,1196.4105,30.7076,39.8365,49.7406,22.202,23.5254,84.7015,11.8619,7.4989,7.3922,265.7684,-1.2081,99.8342
11.6817,1196.4202,30.7349,39.8282,49.7459,22.201,23.5351,84.7023,11.8608,7.4726,7.389,265.7641,-1.2002,99.8451
11.6967,1196.4263,30.7302,39.8167,49.742,22.1981,23.5301,84.681,11.854,7.4683,7.3978,265.7684,-1.2144,99.8265
11.7117,1196.4136,30.7197,39.8388,49.7502,22.201,23.5228,84.6984,11.854,7.4788,7.4066,265.7667,-1.1819,99.827
11.7267,1196.422,30.74,39.8101,49.7658,22.2196,23.5399,84.7005,11.8506,7.4913,7.3817,265.7667,-1.1911,99.8081
11.7417,1196.4193,30.7248,39.8089,49.7464,22.1965,23.5386,84.6833,11.864,7.4782,7.3765,265.7605,-1.2219,99.8195
11.7568,1196.4517,30.7138,39.8195,49.7585,22.1922,23.5361,84.6844,11.8661,7.4761,7.3887,265.755,-1.2076,99.8317
11.7718,1196.4239,30.725,39.829,49.7618,22.2259,23.5138,84.6953,11.8523,7.472,7.3904,265.7725,-1.2029,99.8454
11.7868,1196.4167,30.7188,39.8232,49.7475,22.1869,23.5474,84.6819,11.8677,7.451,7.3877,265.7665,-1.2129,99.8333
11.8018,1196.4135,30.727,39.8324,49.7446,22.2064,23.516,84.6821,11.8603,7.473,7.3895,265.7564,-1.1896,99.8297
11.8168,1196.4199,30.7317,39.8007,49.7548,22.1954,23.5425,84.6959,11.8564,7.4951,7.3931,265.7639,-1.2114,99.8262
11.8318,1196.4178,30.7142,39.8192,49.7601,22.2039,23.5109,84.6905,11.8631,7.4704,7.4042,265.764,-1.1918,99.8391
11.8468,1196.4156,30.7091,39.8142,49.7529,22.1998,23.5254,84.6728,11.8359,7.4824,7.3887,265.7668,-1.2274,99.8315
11.8619,1196.4236,30.7235,39.8291,49.7701,22.2005,23.5325,84.6806,11.8498,7.4768,7.371,265.7574,-1.2102,99.8319
11.8769,1196.43,30.708,39.8276,49.7383,22.1777,23.5349,84.6873,11.8578,7.4743,7.3866,265.7624,-1.194,99.8423
11.8919,1196.4189,30.7133,39.8342,49.7464,22.1871,23.5444,84.6878,11.8778,7.4816,7.3846,265.7462,-1.2131,99.8352
11.9069,1196.4117,30.7211,39.8236,49.7545,22.1996,23.5249,84.6947,11.8584,7.4726,7.3808,265.7507,-1.2037,99.8276
11.9219,1196.4221,30.7134,39.8283,49.7576,22.2143,23.5375,84.6725,11.856,7.4829,7.3754,265.7674,-1.2014,99.819
11.9369,1196.4201,30.7316,39.8199,49.7352,22.197,23.5383,84.6857,11.852,7.4747,7.3822,265.7682,-1.2062,99.8191
11.952,1196.4233,30.7145,39.8181,49.7398,22.198,23.5183,84.6857,11.858,7.4862,7.3892,265.7695,-1.2056,99.8392
11.967,1196.4357,30.7076,39.8275,49.7544,22.2071,23.5264,84.6792,11.8585,7.4932,7.3787,265.7553,-1.2094,99.834
11.982,1196.4332,30.7184,39.8127,49.7616,22.2128,23.5304,84.6919,11.8611,7.4908,7.4099,265.7727,-1.2041,99.8183
11.997,1196.4221,30.7368,39.8264,49.7521,22.2007,23.5395,84.7037,11.8534,7.4914,7.3826,265.7635,-1.2014,99.8023
12.012,1196.4138,30.7229,39.8427,49.743,22.1924,23.528,84.6766,11.8444,7.495,7.3972,265.758,-1.1936,99.8192
12.027,1196.4217,30.7151,39.8106,49.7396,22.191,23.5341,84.6857,11.8558,7.4762,7.3952,265.7685,-1.2168,99.814
12.042,1196.4091,30.7257,39.8343,49.7538,22.1987,23.5253,84.6926,11.8467,7.4917,7.396,265.7648,-1.1925,99.8083
12.0571,1196.418,30.7217,39.8046,49.7365,22.201,23.5108,84.702,11.8441,7.4784,7.3978,265.7398,-1.2145,99.8287
12.0721,1196.4265,30.7261,39.811,49.7521,22.2066,23.5377,84.7003,11.8565,7.4826,7.3818,265.7549,-1.2121,99.8378
12.0871,1196.4322,30.7064,39.7988,49.7418,22.1973,23.5384,84.6779,11.8653,7.476,7.3957,265.7593,-1.1983,99.8241
12.1021,1196.4102,30.7154,39.8199,49.7542,22.1949,23.535,84.676,11.8253,7.4778,7.3843,265.7662,-1.1981,99.8207
12.1171,1196.4325,30.7195,39.8126,49.7355,22.2135,23.5181,84.6776,11.8707,7.4749,7.3888,265.7792,-1.1827,99.8302
12.1321,1196.4104,30.7185,39.8218,49.7619,22.1924,23.5279,84.6729,11.8649,7.469,7.411,265.7596,-1.1965,99.834
12.1471,1196.4031,30.7159,39.8162,49.7622,22.204,23.526,84.681,11.8872,7.4799,7.3857,265.7493,-1.1889,99.8279
12.1622,1196.4121,30.7164,39.8058,49.7342,22.2159,23.5335,84.6954,11.871,7.4843,7.3908,265.763,-1.1933,99.8353
12.1772,1196.4282,30.7429,39.8259,49.7335,22.1943,23.5539,84.6673,11.8611,7.4717,7.4104,265.7694,-1.2125,99.8281
12.1922,1196.4286,30.7211,39.8241,49.7465,22.2087,23.5415,84.6951,11.8697,7.4749,7.3767,265.7705,-1.2017,99.8168
12.2072,1196.4165,30.7187,39.8141,49.7444,22.1934,23.543,84.6887,11.858,7.4592,7.3835,265.7596,-1.1843,99.8391
12.2222,1196.4091,30.7027,39.8039,49.759,22.1857,23.5388,84.6665,11.8595,7.4687,7.377,265.7583,-1.1994,99.8268
12.2372,1196.4174,30.7175,39.8324,49.7428,22.2019,23.5227,84.6842,11.8701,7.4684,7.3961,265.7669,-1.1956,99.8195
12.2523,1196.4122,30.7272,39.8143,49.7465,22.2059,23.5353,84.6884,11.8502,7.4677,7.3869,265.7531,-1.1943,99.835
12.2673,1196.4354,30.7129,39.8122,49.7476,22.2213,23.5329,84.6804,11.8628,7.4945,7.3668,265.7663,-1.2015,99.8257
12.2823,1196.4155,30.7301,39.8253,49.7598,22.2044,23.5068,84.6999,11.8653,7.4782,7.3684,265.7697,-1.2008,99.8302
12.2973,1196.4333,30.7241,39.8251,49.7522,22.2237,23.5431,84.6922,11.8581,7.5015,7.3938,265.7623,-1.2009,99.8414
12.3123,1196.4309,30.7087,39.8359,49.7326,22.1902,23.5201,84.6811,11.8461,7.4631,7.3843,265.7602,-1.1898,99.8342
12.3273,1196.4156,30.7199,39.8224,49.7359,22.1935,23.5313,84.683,11.8755,7.4837,7.3947,265.7544,-1.2016,99.8224
12.3423,1196.4126,30.7261,39.7951,49.7484,22.1913,23.5335,84.6995,11.8479,7.502,7.3874,265.7463,-1.1915,99.8389
12.3574,1196.4255,30.715,39.8274,49.7366,22.1938,23.5416,84.7097,11.8667,7.4758,7.3995,265.7431,-1.2136,99.8374
12.3724,1196.4136,30.7182,39.8144,49.7502,22.2057,23.5396,84.6989,11.8498,7.4807,7.3989,265.762,-1.1875,99.8257
12.3874,1196.4118,30.7288,39.8258,49.7564,22.1979,23.5268,84.69,11.8615,7.4731,7.4102,265.7735,-1.1997,99.845
12.4024,1196.4348,30.7108,39.8096,49.7691,22.1954,23.5318,84.6953,11.8659,7.4635,7.3779,265.7566,-1.198,99.8254
12.4174,1196.4117,30.7098,39.8187,49.7335,22.21,23.5133,84.7127,11.8555,7.4591,7.3964,265.7515,-1.227,99.8372
12.4324,1196.413,30.7286,39.8362,49.7331,22.2022,23.5173,84.6843,11.8465,7.4792,7.4102,265.749,-1.1944,99.8197
12.4474,1196.415,30.7199,39.8042,49.7587,22.2005,23.5447,84.6928,11.8608,7.4972,7.3812,265.769,-1.208,99.8213
12.4625,1196.4203,30.7124,39.8061,49.759,22.2013,23.5189,84.6894,11.8928,7.4849,7.3949,265.7655,-1.2095,99.8237
12.4775,1196.4221,30.72,39.8273,49.7432,22.1947,23.53,84.6962,11.8488,7.4842,7.3865,265.7591,-1.2007,99.8361
12.4925,1196.4231,30.7192,39.8488,49.7593,22.2025,23.5335,84.6947,11.8761,7.4879,7.3761,265.765,-1.1999,99.8251
12.5075,1300.4077,33.4714,42.7273,50.3938,22.6134,23.9777,85.1502,12.9479,7.4465,7.3717,262.9477,-1.3109,99.8397
12.5225,1300.4125,33.4631,42.7142,50.4183,22.6197,23.9562,85.1421,12.9509,7.4507,7.3895,262.947,-1.3393,99.8114
12.5375,1300.4168,33.4659,42.6955,50.4285,22.6159,23.9751,85.1535,12.9837,7.4488,7.3866,262.9845,-1.3208,99.8286
12.5526,1300.4011,33.4537,42.7083,50.4108,22.6185,23.9643,85.1497,12.9519,7.4353,7.3427,262.971,-1.3298,99.8174
12.5676,1300.4165,33.4703,42.7121,50.4108,22.6195,23.9778,85.1412,12.9628,7.4622,7.3784,262.9564,-1.313,99.8288
12.5826,1300.4206,33.4724,42.7199,50.4158,22.618,23.9869,85.1448,12.9623,7.4504,7.3702,262.9434,-1.3194,99.8325
12.5976,1300.3974,33.4751,42.7139,50.409,22.6087,23.9521,85.1445,12.9618,7.4437,7.3702,262.9674,-1.3076,99.8424
12.6126,1300.4167,33.4652,42.6938,50.4079,22.6126,23.9754,85.1402,12.9741,7.4496,7.3534,262.9598,-1.3068,99.8277
12.6276,1300.4332,33.4647,42.7033,50.3916,22.6139,23.97,85.1559,12.9815,7.4562,7.3632,262.9749,-1.2967,99.8342
12.6426,1300.4104,33.4664,42.7186,50.4042,22.601,23.9582,85.1538,12.9708,7.4538,7.3675,262.9646,-1.2893,99.8198
12.6577,1300.4199,33.47,42.7317,50.416,22.6114,23.9574,85.1553,12.9671,7.4625,7.3749,262.9632,-1.3236,99.8234
12.6727,1300.4036,33.4752,42.7124,50.4214,22.6015,23.9568,85.1461,12.9652,7.4271,7.3786,262.9663,-1.3036,99.8403
12.6877,1300.4415,33.4722,42.7146,50.4239,22.6152,23.9688,85.1615,12.9564,7.4511,7.3716,262.9568,-1.3124,99.8406
12.7027,1300.4208,33.466,42.7121,50.4116,22.618,23.9785,85.1292,12.9518,7.4529,7.3719,262.9372,-1.3006,99.8367
12.7177,1300.4257,33.4692,42.7101,50.4152,22.6082,23.9571,85.1429,12.9717,7.4499,7.368,262.9534,-1.3183,99.8126
12.7327,1300.421,33.4716,42.7103,50.407,22.6062,23.9728,85.1632,12.9666,7.4547,7.3655,262.9607,-1.3153,99.8348
12.7477,1300.426,33.4721,42.7237,50.4019,22.6033,23.97,85.1384,12.9664,7.4414,7.3739,262.9652,-1.3167,99.8363
12.7628,1300.4292,33.4766,42.7099,50.3963,22.6089,23.9626,85.1458,12.9701,7.4349,7.351,262.9622,-1.3173,99.8402
12.7778,1300.4139,33.4785,42.7196,50.4288,22.6138,23.9621,85.1531,12.963,7.442,7.3722,262.9458,-1.3156,99.8472
12.7928,1300.4245,33.4879,42.7168,50.4131,22.6113,23.9616,85.1398,12.959,7.4551,7.3744,262.9495,-1.3147,99.8115
12.8078,1300.4191,33.4788,42.7167,50.402,22.609,23.9783,85.155,12.9595,7.4585,7.3679,262.9593,-1.3094,99.831
12.8228,1300.4442,33.4787,42.7292,50.397,22.6176,23.9703,85.1453,12.9649,7.4557,7.3738,262.9806,-1.2963,99.8205
12.8378,1300.4175,33.4822,42.7101,50.4018,22.6154,23.9808,85.1418,12.9558,7.4463,7.3743,262.9653,-1.3118,99.8136
12.8529,1300.4132,33.4796,42.7167,50.4147,22.6152,23.9935,85.1511,12.9519,7.4335,7.3748,262.9722,-1.3124,99.8231
12.8679,1300.4207,33.4579,42.7027,50.4104,22.5968,23.9846,85.143,12.9642,7.4594,7.3673,262.9708,-1.3062,99.8428
12.8829,1300.4077,33.4782,42.7163,50.4129,22.6088,23.95,85.1556,12.9483,7.4533,7.3699,262.9565,-1.2871,99.8359
12.8979,1300.4088,33.4697,42.7,50.4001,22.6218,23.98,85.1304,12.9726,7.4471,7.384,262.9622,-1.3081,99.8207
12.9129,1300.42,33.4594,42.7036,50.4107,22.6196,23.9765,85.1415,12.9554,7.4496,7.3635,262.964,-1.3019,99.8202
12.9279,1300.4194,33.4675,42.7162,50.4094,22.615,23.982,85.1526,12.9518,7.4597,7.3804,262.9578,-1.3169,99.8306
12.9429,1300.4151,33.4659,42.7159,50.4147,22.5991,23.9828,85.1581,12.9644,7.452,7.3663,262.9618,-1.3222,99.8351
12.958,1300.4176,33.4726,42.7137,50.4155,22.6353,23.9593,85.1446,12.9578,7.4543,7.3779,262.9515,-1.3082,99.8372
12.973,1300.3929,33.4792,42.7205,50.411,22.6181,23.9804,85.1434,12.9688,7.4654,7.3693,262.9611,-1.3224,99.8279
12.988,1300.4214,33.4859,42.7114,50.4225,22.628,23.9661,85.1512,12.948,7.4307,7.3683,262.97,-1.3022,99.8422
13.003,1300.425,33.467,42.7187,50.4085,22.6124,23.9641,85.1547,12.968,7.4824,7.3683,262.9599,-1.3097,99.8444
13.018,1300.4123,33.4606,42.7135,50.4189,22.5922,23.9658,85.14,12.9583,7.449,7.395,262.9631,-1.3133,99.8252
13.033,1300.4276,33.4433,42.7265,50.4221,22.6136,23.9743,85.1474,12.9619,7.445,7.3696,262.9561,-1.3047,99.8345
13.048,1300.419,33.4657,42.7058,50.4074,22.5971,23.958,85.1449,12.9732,7.4428,7.3649,262.9486,-1.3054,99.8376
13.0631,1300.4157,33.4745,42.7182,50.4204,22.601,23.9596,85.1712,12.9457,7.4615,7.3913,262.9742,-1.3103,99.827
13.0781,1300.4258,33.4498,42.7025,50.4159,22.6058,23.9616,85.1475,12.9574,7.4571,7.3577,262.9726,-1.3042,99.8337
13.0931,1300.4337,33.4617,42.6985,50.4083,22.609,23.9751,85.1583,12.959,7.4308,7.3654,262.9502,-1.3083,99.8314
13.1081,1300.4226,33.4918,42.7107,50.4158,22.6109,23.9694,85.1464,12.9634,7.447,7.3885,262.9754,-1.3035,99.837
13.1231,1300.4193,33.4545,42.7188,50.395,22.6157,23.9685,85.144,12.9485,7.4561,7.389,262.9523,-1.3108,99.8325
13.1381,1300.4175,33.476,42.7095,50.406,22.5882,23.9883,85.1485,12.9514,7.4511,7.3959,262.9645,-1.3093,99.8263
13.1532,1300.4305,33.4685,42.7111,50.4162,22.5942,23.9798,85.1428,12.9673,7.4415,7.3764,262.976,-1.3016,99.8328
13.1682,1300.4263,33.463,42.7095,50.4173,22.6162,23.9553,85.1404,12.9601,7.4307,7.358,262.9613,-1.3265,99.8274
13.1832,1300.4278,33.4761,42.7091,50.4193,22.5892,23.9656,85.1625,12.9719,7.4505,7.3875,262.9853,-1.3066,99.8194
13.1982,1300.4181,33.4719,42.7011,50.4123,22.6,23.9681,85.1428,12.9592,7.47,7.3629,262.9635,-1.3212,99.8079
13.2132,1300.404,33.4842,42.6952,50.4026,22.6124,23.9607,85.155,12.9662,7.4447,7.3636,262.9692,-1.3208,99.8259
13.2282,1300.4427,33.4622,42.7094,50.4119,22.5993,23.9835,85.1594,12.9599,7.4643,7.3655,262.9676,-1.3096,99.838
13.2432,1300.4257,33.4634,42.7051,50.418,22.6064,23.9714,85.1476,12.9531,7.4661,7.3647,262.9584,-1.2969,99.8415
13.2583,1300.4177,33.4661,42.6957,50.4162,22.6144,23.9995,85.1682,12.9718,7.4423,7.3652,262.9713,-1.3126,99.8384
13.2733,1300.408,33.4659,42.6883,50.4067,22.6111,23.9773,85.1349,12.9693,7.445,7.3749,262.9475,-1.3237,99.8308
13.2883,1300.4285,33.4574,42.718,50.4014,22.6126,23.9723,85.1645,12.9688,7.4682,7.3752,262.9718,-1.3097,99.8418
13.3033,1300.4075,33.4642,42.7031,50.4095,22.6077,23.9698,85.1657,12.9747,7.4493,7.3684,262.9619,-1.2967,99.8231
13.3183,1300.4266,33.4672,42.7241,50.3948,22.6271,23.9441,85.1611,12.9601,7.441,7.3525,262.9761,-1.2997,99.8279
13.3333,1300.4302,33.4807,42.7148,50.4099,22.6254,23.9636,85.1507,12.9788,7.4351,7.3689,262.9562,-1.3113,99.8294
13.3483,1300.4365,33.4821,42.7192,50.4226,22.6033,23.9616,85.1484,12.9605,7.4437,7.3828,262.9662,-1.3124,99.8549
13.3634,1300.4385,33.4751,42.7098,50.4095,22.6158,23.9653,85.1377,12.9694,7.4441,7.3655,262.956,-1.2892,99.8471
13.3784,1300.4139,33.4818,42.7138,50.4194,22.619,23.9752,85.1387,12.9645,7.4486,7.3403,262.9735,-1.3005,99.8386
13.3934,1300.4374,33.4851,42.7144,50.4166,22.6025,23.9579,85.1537,12.9605,7.448,7.3845,262.9501,-1.3163,99.8248
13.4084,1300.4076,33.4666,42.7134,50.4026,22.6263,23.9683,85.1494,12.9612,7.4479,7.3785,262.9652,-1.3081,99.8257
13.4234,1300.42,33.4687,42.7239,50.4041,22.6023,23.9721,85.1625,12.9567,7.4502,7.38,262.9688,-1.3014,99.8105
13.4384,1300.4178,33.4668,42.6926,50.4119,22.6112,23.9821,85.1456,12.9628,7.4437,7.3643,262.9638,-1.2997,99.8325
13.4535,1300.4263,33.4726,42.7254,50.4197,22.6076,23.9814,85.1428,12.9711,7.4483,7.3654,262.9693,-1.306,99.83
13.4685,1300.4327,33.4917,42.7083,50.4045,22.6268,23.9911,85.1559,12.9497,7.4486,7.3734,262.9659,-1.3205,99.8345
13.4835,1300.4282,33.4645,42.7072,50.4109,22.6,23.982,85.1533,12.9385,7.4436,7.3815,262.9549,-1.3279,99.8211
13.4985,1300.4166,33.4681,42.7142,50.4038,22.6138,23.9879,85.148,12.9544,7.4402,7.3881,262.9712,-1.3148,99.8213
13.5135,1369.3138,32.7749,42.0922,52.0236,22.4936,23.8838,86.2018,13.6627,7.484,7.3682,260.0173,-1.2729,99.8298
13.5285,1369.3175,32.751,42.102,52.0146,22.4951,23.8789,86.1919,13.6844,7.4529,7.376,260.002,-1.2895,99.8142
13.5435,1369.3296,32.7793,42.1109,52.0125,22.5059,23.863,86.2068,13.6754,7.4668,7.3761,260.0135,-1.2807,99.8178
13.5586,1369.3291,32.7818,42.0961,52.0162,22.4963,23.8912,86.2068,13.6732,7.451,7.3725,260.0252,-1.2942,99.8234
13.5736,1369.3009,32.7666,42.1066,52.0233,22.529,23.8989,86.1844,13.6822,7.4504,7.398,260.0326,-1.2946,99.8079
13.5886,1369.3142,32.7655,42.0954,52.0184,22.5016,23.8821,86.1972,13.6936,7.4556,7.3594,260.0142,-1.2728,99.8014
13.6036,1369.3144,32.7631,42.0951,52.0201,22.507,23.8725,86.1934,13.6821,7.4419,7.3721,260.0441,-1.2964,99.8157
13.6186,1369.3282,32.7661,42.0848,52.0236,22.5176,23.8837,86.2009,13.6847,7.455,7.3598,260.0291,-1.2879,99.8237
13.6336,1369.3107,32.7894,42.1061,52.0436,22.5012,23.88,86.2023,13.6825,7.4541,7.3667,260.0259,-1.2791,99.8269
13.6486,1369.3145,32.7776,42.1133,52.0296,22.5009,23.8842,86.201,13.6716,7.4534,7.3972,260.0221,-1.2944,99.8353
13.6637,1369.3156,32.7636,42.1185,52.0376,22.5206,23.8614,86.2079,13.6736,7.4394,7.3783,260.0116,-1.2817,99.8306
13.6787,1369.3201,32.7769,42.1012,52.005,22.5064,23.8676,86.1974,13.6765,7.4602,7.3836,260.006,-1.2721,99.8214
13.6937,1369.3109,32.7755,42.1038,52.0335,22.493,23.8885,86.1921,13.6757,7.4759,7.366,260.023,-1.288,99.8343
13.7087,1369.3003,32.7785,42.0981,52.0215,22.53,23.8991,86.2006,13.6742,7.4613,7.381,260.0237,-1.2878,99.8253
13.7237,1369.307,32.7536,42.1086,52.0254,22.5142,23.889,86.1812,13.6763,7.4457,7.3868,260.0099,-1.2956,99.8167
13.7387,1369.3039,32.7664,42.1173,52.0207,22.5057,23.8738,86.1969,13.672,7.4497,7.384,260.0229,-1.2944,99.819
13.7538,1369.3151,32.7574,42.0943,52.032,22.5096,23.873,86.2053,13.6732,7.456,7.3942,260.029,-1.268,99.8113
13.7688,1369.3042,32.7698,42.1045,52.0211,22.5095,23.8916,86.2052,13.676,7.4607,7.3833,260.0179,-1.2894,99.8122
13.7838,1369.328,32.7903,42.1135,52.0167,22.5142,23.8839,86.2249,13.6705,7.4514,7.3873,260.0338,-1.304,99.8128
13.7988,1369.3249,32.7682,42.105,52.0255,22.5234,23.8752,86.2039,13.6588,7.444,7.3709,260.0162,-1.2819,99.8303
13.8138,1369.3199,32.751,42.1,52.0434,22.4915,23.8931,86.1972,13.6812,7.4513,7.3804,260.0086,-1.2811,99.8261
13.8288,1369.3083,32.7733,42.0963,52.0237,22.5224,23.8676,86.1882,13.6748,7.4565,7.3899,260.0229,-1.3111,99.8285
13.8438,1369.3021,32.7601,42.1035,52.0249,22.5112,23.8837,86.2147,13.72,7.467,7.3755,260.0234,-1.2849,99.7976
