hemodynamics dlco value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
42.6216,1291.3062,32.0518,41.2856,49.9959,209.4333,22.3812,23.7267,99.6717,84.8703,7.467,7.3924,-1.254
42.7207,1291.4479,32.0425,41.3074,49.9941,209.9405,22.4035,23.7596,99.6746,84.8799,7.4744,7.3725,-1.2807
42.8198,1291.5221,32.0428,41.2723,50.0058,210.2701,22.401,23.7574,99.6713,84.8645,7.4874,7.3968,-1.2693
42.9189,1291.7356,32.0549,41.2733,50.0192,210.9994,22.4136,23.7636,99.6938,84.9047,7.4867,7.3768,-1.2613
43.018,1291.7827,32.0378,41.3028,50.0204,211.1393,22.4068,23.7495,99.6932,84.903,7.454,7.3912,-1.2494
43.1171,1291.802,32.052,41.3064,50.019,211.2434,22.391,23.7539,99.6876,84.8965,7.4666,7.3715,-1.2745
43.2162,1291.8157,32.0553,41.2869,50.0333,211.3123,22.3932,23.7375,99.6791,84.9012,7.4842,7.3669,-1.2832
43.3153,1291.8177,32.0451,41.2827,50.0382,211.3023,22.4002,23.748,99.6793,84.8901,7.4722,7.3977,-1.2555
43.4144,1291.8242,32.0608,41.2991,50.0305,211.3558,22.3961,23.74,99.6726,84.8931,7.4667,7.387,-1.2517
43.5135,1291.8462,32.0545,41.2856,50.043,211.4991,22.3998,23.7567,99.6955,84.9093,7.4752,7.3777,-1.2555
43.6126,1292.0614,32.0578,41.2883,50.0691,212.2382,22.3988,23.7718,99.6838,84.9183,7.466,7.3741,-1.2683
43.7117,1292.0545,32.063,41.2838,50.0857,212.3285,22.4033,23.7534,99.7073,84.9327,7.4553,7.3858,-1.2491
43.8108,1292.1266,32.0557,41.2928,50.088,212.5215,22.3982,23.7397,99.6944,84.9375,7.4611,7.3735,-1.2682
43.9099,1292.239,32.0418,41.2735,50.1014,212.855,22.3927,23.7559,99.6896,84.9676,7.4728,7.372,-1.2603
44.009,1292.4395,32.0324,41.303,50.1434,213.6007,22.4077,23.7368,99.6991,84.977,7.4685,7.3861,-1.2646
44.1081,1292.5073,32.0516,41.2843,50.1279,213.9145,22.4058,23.7414,99.7062,84.9701,7.4781,7.3722,-1.2888
44.2072,1292.5606,32.0531,41.2686,50.1372,214.0438,22.4166,23.7498,99.7051,84.9875,7.4679,7.3973,-1.2759
44.3063,1292.5874,32.0532,41.3061,50.1365,214.1757,22.3855,23.7449,99.6943,84.984,7.4609,7.3828,-1.2892
44.4054,1292.6381,32.0511,41.2952,50.142,214.4297,22.3904,23.7435,99.6972,84.9837,7.4399,7.3909,-1.2525
44.5045,1292.8069,32.0635,41.2727,50.1806,215.0704,22.4257,23.7495,99.7049,85.0046,7.4955,7.3842,-1.2527
44.6036,1293.3091,32.0609,41.293,50.2294,216.9237,22.3984,23.7456,99.7066,85.0397,7.4586,7.3729,-1.2646
44.7027,1293.5928,32.0348,41.2815,50.2487,217.929,22.3967,23.7469,99.7189,85.0696,7.4743,7.3819,-1.2549
44.8018,1293.6181,32.0556,41.2916,50.2581,218.1475,22.3867,23.7488,99.6994,85.0634,7.4697,7.358,-1.2504
44.9009,1293.6696,32.0322,41.2874,50.2491,218.3455,22.3961,23.7564,99.7022,85.0649,7.4499,7.3954,-1.2601
45.0,1293.8664,32.069,41.2788,50.2779,219.1012,22.4007,23.7677,99.7012,85.0882,7.4563,7.3945,-1.2652
45.0991,1293.9508,32.0534,41.3,50.2834,219.4098,22.4111,23.7494,99.7203,85.0939,7.485,7.4083,-1.2567
45.1982,1293.9762,32.0489,41.286,50.2805,219.4887,22.3962,23.7589,99.7359,85.0849,7.4626,7.3925,-1.2604
45.2973,1294.0036,32.0336,41.2937,50.2853,219.5646,22.4097,23.7321,99.7299,85.1057,7.4776,7.3842,-1.2663
45.3964,1294.0361,32.0418,41.2988,50.3058,219.7229,22.4114,23.7504,99.7211,85.0938,7.4636,7.38,-1.2595
45.4955,1294.109,32.0692,41.287,50.3221,220.0485,22.4022,23.7535,99.7217,85.0972,7.468,7.3834,-1.2589
45.5946,1294.4209,32.0509,41.2836,50.35,221.2249,22.3885,23.7414,99.7342,85.1317,7.4777,7.3844,-1.2596
45.6937,1294.534,32.0466,41.3016,50.3821,221.6098,22.4067,23.7533,99.746,85.1331,7.4699,7.3726,-1.2742
45.7928,1294.5833,32.0598,41.2826,50.3814,221.7916,22.401,23.7627,99.7358,85.1201,7.4804,7.3891,-1.2611
45.8919,1294.6375,32.0527,41.284,50.3715,222.0464,22.4067,23.7548,99.7326,85.1518,7.463,7.3852,-1.2497
45.991,1294.7999,32.0535,41.2993,50.3907,222.6702,22.3957,23.7574,99.7446,85.1613,7.4854,7.3626,-1.2634
46.0901,1294.8729,32.0558,41.2904,50.4025,222.9514,22.4121,23.7388,99.7335,85.1753,7.4665,7.3682,-1.2751
46.1892,1294.8724,32.0365,41.296,50.3988,223.011,22.4128,23.766,99.7391,85.1797,7.4616,7.3966,-1.2517
46.2883,1294.8888,32.0709,41.2797,50.4018,223.0582,22.4078,23.7609,99.7241,85.1686,7.4565,7.3787,-1.262
46.3874,1294.9137,32.06,41.3103,50.4012,223.1199,22.4043,23.7641,99.7321,85.1648,7.4581,7.3819,-1.2723
46.4865,1294.9829,32.0385,41.2904,50.4108,223.4462,22.4135,23.742,99.7526,85.1962,7.4565,7.3747,-1.2592
46.5856,1295.188,32.0618,41.2895,50.4404,224.2284,22.4106,23.7426,99.7163,85.1941,7.4634,7.3805,-1.2382
46.6847,1295.2798,32.0562,41.2861,50.4604,224.5868,22.3982,23.7599,99.739,85.2025,7.4711,7.3812,-1.2506
46.7838,1295.3802,32.0451,41.2944,50.4596,224.8961,22.4013,23.7693,99.7353,85.2223,7.4687,7.3962,-1.2709
46.8829,1295.4203,32.0539,41.2992,50.4869,225.158,22.3899,23.746,99.7212,85.2236,7.4807,7.3784,-1.2678
46.982,1295.7265,32.0598,41.3081,50.5096,226.3287,22.3869,23.7591,99.7535,85.2503,7.4707,7.3915,-1.2667
47.0811,1295.7785,32.0652,41.3093,50.5083,226.5609,22.4,23.7627,99.7479,85.2365,7.4686,7.3693,-1.2594
47.1802,1295.8133,32.0581,41.3015,50.5026,226.7264,22.4013,23.7564,99.737,85.2471,7.4651,7.3709,-1.2652
47.2793,1295.8564,32.0442,41.2987,50.5319,226.8445,22.3906,23.766,99.7372,85.2495,7.4848,7.3812,-1.2428
47.3784,1295.9056,32.0275,41.2998,50.514,226.9629,22.4114,23.7586,99.7481,85.2694,7.4765,7.374,-1.2602
47.4775,1295.9957,32.0595,41.3073,50.5276,227.4007,22.3953,23.7484,99.754,85.2578,7.4745,7.3862,-1.2358
47.5766,1296.545,32.0574,41.3134,50.6028,229.4521,22.4008,23.7547,99.7467,85.2911,7.4557,7.3988,-1.2478
47.6757,1296.6838,32.0503,41.3014,50.6022,230.1174,22.4099,23.7417,99.7365,85.3109,7.4693,7.3774,-1.2553
47.7748,1296.7884,32.0504,41.2993,50.6326,230.5185,22.3964,23.7755,99.7765,85.3024,7.4823,7.3872,-1.2425
47.8739,1296.8604,32.0591,41.3037,50.6183,230.7667,22.399,23.746,99.7489,85.3261,7.4682,7.3854,-1.2527
47.973,1297.0861,32.0545,41.3053,50.635,231.6934,22.411,23.7733,99.7723,85.366,7.465,7.3602,-1.2634
48.0721,1297.1313,32.0593,41.2949,50.6661,231.8979,22.4038,23.7512,99.7498,85.3396,7.4434,7.3693,-1.2522
48.1712,1297.2771,32.0445,41.2963,50.6711,232.5177,22.4141,23.7588,99.7586,85.3664,7.462,7.3896,-1.2701
48.2703,1297.3351,32.0563,41.3079,50.69,232.5729,22.383,23.7557,99.7638,85.3667,7.4688,7.373,-1.2594
48.3694,1297.3439,32.0475,41.3003,50.6739,232.7415,22.406,23.7654,99.7459,85.3646,7.4646,7.3811,-1.2492
48.4685,1297.3667,32.0436,41.3014,50.6708,232.8931,22.3844,23.7753,99.7467,85.3648,7.4674,7.3922,-1.2699
48.5676,1297.5307,32.0387,41.3175,50.6784,233.4645,22.4034,23.7644,99.7667,85.3864,7.4419,7.384,-1.2547
48.6667,1297.5709,32.0566,41.3215,50.6734,233.6386,22.4048,23.7654,99.7549,85.3646,7.4686,7.3704,-1.2602
48.7658,1297.6009,32.0418,41.3081,50.6771,233.6854,22.3965,23.7681,99.7755,85.3865,7.4746,7.3818,-1.2528
48.8649,1297.6236,32.0417,41.2906,50.6777,233.8706,22.4163,23.7654,99.7634,85.3662,7.4688,7.3648,-1.2664
48.964,1297.6899,32.0399,41.2952,50.6981,234.1807,22.4059,23.753,99.7634,85.382,7.4633,7.3757,-1.2539
49.0631,1297.7434,32.0584,41.2979,50.713,234.2569,22.399,23.7503,99.7583,85.354,7.4648,7.3664,-1.267
49.1622,1297.7448,32.042,41.3105,50.6985,234.3056,22.401,23.7648,99.7592,85.3799,7.4786,7.3776,-1.2772
49.2613,1297.7642,32.0678,41.2977,50.6958,234.3503,22.4002,23.7617,99.7466,85.3657,7.4841,7.3682,-1.2386
49.3604,1297.7885,32.058,41.3137,50.7013,234.4057,22.4013,23.7544,99.7641,85.3734,7.4583,7.375,-1.2698
49.4595,1297.8309,32.0715,41.2858,50.6965,234.6117,22.3881,23.7715,99.7523,85.3799,7.4661,7.3738,-1.253
49.5586,1297.9509,32.046,41.3155,50.7094,235.08,22.4083,23.7628,99.7686,85.3807,7.4771,7.3942,-1.2691
49.6577,1297.974,32.0728,41.3123,50.7124,235.2481,22.3962,23.7667,99.7903,85.3875,7.4847,7.384,-1.2512
49.7568,1298.0169,32.0532,41.2891,50.7444,235.3818,22.4112,23.7608,99.7792,85.3862,7.4595,7.3797,-1.2471
49.8559,1298.0389,32.0535,41.2887,50.7146,235.4476,22.4115,23.7543,99.7659,85.3927,7.4603,7.3774,-1.2507
49.955,1298.0355,32.0501,41.3101,50.7234,235.4242,22.3892,23.7681,99.776,85.3741,7.4665,7.375,-1.2615
50.0541,1298.0355,32.0856,41.3049,50.7331,235.43,22.4148,23.7492,99.7594,85.4111,7.4701,7.3851,-1.253
50.1532,1298.0386,32.0675,41.3093,50.7323,235.439,22.3927,23.7536,99.7597,85.3967,7.4733,7.3922,-1.2736
50.2523,1298.0121,32.0568,41.3029,50.7232,235.4633,22.393,23.7534,99.7698,85.388,7.4788,7.3889,-1.2654
50.3514,1298.0438,32.0639,41.3228,50.7182,235.5058,22.396,23.7577,99.785,85.3968,7.4753,7.3893,-1.2541
50.4505,1298.1608,32.0676,41.2942,50.738,235.9187,22.3887,23.7565,99.7553,85.4032,7.4764,7.3859,-1.264
50.5495,1298.3167,32.0553,41.3048,50.7559,236.6683,22.4082,23.7561,99.7824,85.3922,7.4737,7.3632,-1.2496
50.6486,1298.3981,32.0518,41.2893,50.7587,236.9494,22.4029,23.7768,99.7637,85.4054,7.4741,7.3894,-1.2654
50.7477,1298.4242,32.0607,41.2996,50.7479,237.0154,22.4021,23.7491,99.7678,85.4182,7.4677,7.3607,-1.2617
50.8468,1298.4316,32.0544,41.3032,50.7644,237.0633,22.4022,23.7809,99.7511,85.4288,7.4622,7.3702,-1.2479
50.9459,1298.4652,32.0519,41.328,50.7739,237.1392,22.4041,23.7609,99.7829,85.3876,7.4665,7.3801,-1.2814
51.045,1298.4885,32.0739,41.3098,50.7722,237.3191,22.4037,23.7638,99.7828,85.4296,7.4737,7.3812,-1.257
51.1441,1298.6182,32.0669,41.2914,50.7855,237.8264,22.3867,23.7543,99.8001,85.4177,7.469,7.3915,-1.2614
51.2432,1298.6784,32.0573,41.3045,50.7935,238.0741,22.4081,23.7599,99.7786,85.4349,7.4681,7.3636,-1.2621
51.3423,1298.7646,32.0652,41.3037,50.7995,238.3231,22.386,23.7595,99.7884,85.449,7.4555,7.384,-1.2587
51.4414,1298.8657,32.0669,41.3073,50.8088,238.7733,22.3919,23.7652,99.7876,85.445,7.4806,7.3803,-1.2563
51.5405,1299.0655,32.0661,41.3049,50.8228,239.5824,22.3914,23.7503,99.7732,85.4592,7.4798,7.3778,-1.2777
51.6396,1299.1488,32.0627,41.3077,50.846,240.0223,22.4003,23.7611,99.783,85.4716,7.4679,7.3823,-1.2624
51.7387,1299.2206,32.0673,41.2925,50.8497,240.1578,22.4015,23.7531,99.7785,85.4593,7.4696,7.3909,-1.274
51.8378,1299.2551,32.0735,41.2957,50.8531,240.3577,22.4048,23.7488,99.7617,85.479,7.4673,7.3736,-1.2495
51.9369,1299.2887,32.0513,41.3026,50.8653,240.4865,22.404,23.7504,99.7887,85.4763,7.4776,7.3754,-1.2616
52.036,1299.3867,32.0395,41.3009,50.8694,240.8308,22.3891,23.7665,99.768,85.4738,7.4723,7.3746,-1.2723
52.1351,1299.5584,32.0609,41.2873,50.9087,241.6253,22.3972,23.7679,99.7958,85.5153,7.4683,7.3827,-1.2533
52.2342,1299.6525,32.0776,41.291,50.9175,241.9094,22.4144,23.7709,99.7791,85.5007,7.4705,7.3855,-1.2569
52.3333,1299.7028,32.0516,41.2781,50.9037,242.1174,22.4026,23.7453,99.7965,85.5065,7.4653,7.3969,-1.2632
52.4324,1299.7645,32.0533,41.305,50.9247,242.4178,22.4182,23.7729,99.7936,85.5189,7.4579,7.3736,-1.2494
52.5315,1299.911,32.0449,41.305,50.9285,242.9709,22.4157,23.7513,99.8013,85.534,7.4718,7.3777,-1.2512
52.6306,1299.9664,32.0586,41.2948,50.9442,243.2034,22.3928,23.7564,99.7876,85.5355,7.4658,7.3906,-1.2623
52.7297,1299.9667,32.0394,41.2934,50.9441,243.2343,22.3975,23.7446,99.7857,85.5316,7.4581,7.3658,-1.2613
52.8288,1300.0357,32.0724,41.2937,50.9414,243.4663,22.4044,23.7673,99.7921,85.5373,7.4818,7.3796,-1.2644
52.9279,1300.0871,32.0545,41.2947,50.9564,243.6899,22.392,23.7666,99.7899,85.5493,7.472,7.3721,-1.2535
53.027,1300.1465,32.0564,41.2941,50.9711,243.9881,22.4081,23.7729,99.7931,85.5627,7.4642,7.3885,-1.2382
53.1261,1300.1792,32.055,41.2984,50.9765,244.0985,22.3976,23.7544,99.8125,85.5471,7.4762,7.3845,-1.2658
53.2252,1300.1917,32.0702,41.3049,50.9686,244.1678,22.3934,23.7455,99.782,85.5602,7.4633,7.3792,-1.2545
53.3243,1300.2027,32.0595,41.2994,50.9842,244.1664,22.399,23.7689,99.7935,85.5557,7.4857,7.3815,-1.2554
53.4234,1300.2258,32.0511,41.3046,50.9703,244.2181,22.4042,23.7525,99.7897,85.5549,7.466,7.3744,-1.2764
53.5225,1300.235,32.0573,41.3058,50.9708,244.2919,22.4124,23.7494,99.7828,85.5673,7.4675,7.369,-1.261
53.6216,1300.2622,32.0504,41.3026,50.9783,244.3605,22.4033,23.7757,99.7959,85.5707,7.4733,7.396,-1.267
53.7207,1300.2617,32.0559,41.2922,50.9692,244.3961,22.4087,23.7617,99.7904,85.5516,7.4714,7.3903,-1.2747
53.8198,1300.2592,32.0591,41.3052,50.9775,244.4057,22.3975,23.7637,99.794,85.5751,7.4706,7.3662,-1.2628
53.9189,1300.2527,32.0548,41.3148,50.9849,244.4189,22.3997,23.765,99.7685,85.5632,7.4654,7.3833,-1.2681
54.018,1300.2606,32.0756,41.3086,50.9937,244.4139,22.3901,23.7562,99.7812,85.5741,7.463,7.4111,-1.2491
54.1171,1300.2753,32.0553,41.3237,50.9732,244.4123,22.394,23.7643,99.7866,85.5604,7.4728,7.3746,-1.2511
54.2162,1300.2811,32.0602,41.3052,50.9841,244.4404,22.4168,23.7494,99.7891,85.5623,7.4856,7.3744,-1.2653
54.3153,1300.2738,32.0542,41.3055,50.972,244.4893,22.3916,23.7709,99.7945,85.5337,7.4812,7.3782,-1.2467
54.4144,1300.2882,32.0449,41.3072,50.9885,244.5425,22.392,23.7647,99.7718,85.569,7.4667,7.3803,-1.2505
54.5135,1300.333,32.0637,41.3075,50.9876,244.7599,22.3975,23.7658,99.7893,85.5583,7.4772,7.3819,-1.2607
54.6126,1300.3723,32.0526,41.3221,50.9799,244.8545,22.4125,23.7603,99.8129,85.5644,7.467,7.3799,-1.2503
54.7117,1300.3747,32.0605,41.3141,50.9882,244.882,22.4023,23.7662,99.7915,85.5807,7.4765,7.3552,-1.2892
54.8108,1300.3787,32.0723,41.3095,50.9796,244.8868,22.3972,23.7723,99.8161,85.5708,7.4572,7.3575,-1.2717
54.9099,1300.3575,32.0518,41.3071,50.9966,244.9261,22.3957,23.7595,99.8036,85.5879,7.456,7.3663,-1.2523
55.009,1300.4311,32.0619,41.302,50.9829,245.087,22.3886,23.769,99.7929,85.5859,7.4698,7.3822,-1.2538
55.1081,1300.5232,32.0745,41.319,51.0079,245.4836,22.4153,23.764,99.8084,85.5829,7.4927,7.3733,-1.2664
55.2072,1300.6111,32.0691,41.3175,51.0498,245.8087,22.4191,23.7664,99.7773,85.6018,7.4573,7.39,-1.2563
55.3063,1300.6758,32.0674,41.296,51.0366,246.0842,22.402,23.7428,99.7872,85.6057,7.4734,7.3887,-1.2703
55.4054,1300.7814,32.0571,41.3037,51.0513,246.578,22.3875,23.7308,99.7914,85.6087,7.4635,7.3828,-1.2748
55.5045,1301.0724,32.0551,41.2993,51.0943,247.7693,22.4055,23.763,99.8048,85.6434,7.477,7.3895,-1.2534
55.6036,1301.1625,32.0601,41.3115,51.1042,248.1181,22.3949,23.7381,99.8019,85.6466,7.4843,7.3703,-1.2605
55.7027,1301.1703,32.0667,41.3272,51.1052,248.1584,22.3972,23.7541,99.8051,85.6646,7.4634,7.3975,-1.2552
55.8018,1301.1732,32.0534,41.3172,51.1154,248.1824,22.4208,23.7508,99.7842,85.6517,7.4676,7.3751,-1.2703
55.9009,1301.2047,32.0386,41.3295,51.0982,248.2881,22.4039,23.7533,99.7946,85.6489,7.4731,7.3896,-1.261
56.0,1301.267,32.068,41.3073,51.126,248.5498,22.3933,23.7786,99.811,85.6591,7.4671,7.3659,-1.2512
56.0991,1301.3784,32.0625,41.3044,51.1394,249.1181,22.4187,23.7688,99.7993,85.6519,7.4686,7.383,-1.2693
56.1982,1301.4194,32.0471,41.2983,51.1402,249.1988,22.3937,23.7684,99.7947,85.6493,7.4718,7.3675,-1.2404
56.2973,1301.4764,32.0517,41.3083,51.1396,249.4161,22.412,23.7716,99.7939,85.6779,7.4678,7.3905,-1.2426
56.3964,1301.4792,32.0617,41.3033,51.1509,249.5264,22.3977,23.7585,99.8083,85.6793,7.4861,7.3717,-1.2563
56.4955,1301.5074,32.0617,41.3177,51.1664,249.5947,22.3927,23.7632,99.799,85.6908,7.4584,7.3726,-1.2719
56.5946,1301.5341,32.0644,41.3102,51.1599,249.639,22.4006,23.7638,99.792,85.7037,7.465,7.3751,-1.2696
56.6937,1301.5214,32.0587,41.3121,51.1602,249.6403,22.3941,23.7677,99.7989,85.7131,7.4682,7.3762,-1.2632
56.7928,1301.526,32.061,41.3119,51.148,249.6676,22.4278,23.7516,99.8111,85.69,7.4781,7.3828,-1.2521
56.8919,1301.5352,32.0457,41.3082,51.1547,249.6611,22.3905,23.7614,99.8123,85.6825,7.4723,7.3846,-1.2655
56.991,1301.5561,32.0472,41.2851,51.1625,249.7277,22.3918,23.7836,99.8024,85.7007,7.4673,7.3825,-1.2579
57.0901,1301.5761,32.0656,41.289,51.172,249.8457,22.3878,23.7677,99.8042,85.6843,7.4876,7.3693,-1.2553
57.1892,1301.6064,32.0508,41.3147,51.1732,249.9264,22.4032,23.773,99.8005,85.7026,7.4576,7.3828,-1.255
57.2883,1301.5925,32.0479,41.3137,51.1846,249.8849,22.4011,23.7585,99.8007,85.7164,7.4721,7.3759,-1.2464
57.3874,1301.5767,32.0495,41.3002,51.1689,249.8393,22.3956,23.7419,99.8074,85.6969,7.47,7.395,-1.2631
57.4865,1301.5177,32.0532,41.3087,51.1778,249.5915,22.3966,23.7514,99.8042,85.6924,7.4735,7.3626,-1.2465
57.5856,1301.4997,32.0575,41.307,51.1784,249.5227,22.3857,23.7487,99.8183,85.6897,7.4821,7.3761,-1.2526
57.6847,1301.4914,32.0582,41.3154,51.1772,249.4957,22.4012,23.7568,99.7847,85.6978,7.4682,7.3679,-1.2677
57.7838,1301.49,32.052,41.3159,51.1764,249.4904,22.3841,23.7413,99.8241,85.7092,7.4893,7.3731,-1.2493
57.8829,1301.4928,32.0628,41.3287,51.1867,249.5529,22.4002,23.752,99.8024,85.6866,7.467,7.3616,-1.2435
57.982,1301.552,32.0488,41.3044,51.2027,249.7234,22.3857,23.7569,99.7994,85.692,7.4697,7.3756,-1.2641
58.0811,1301.6427,32.0466,41.2972,51.1951,250.2016,22.3928,23.7539,99.8066,85.7184,7.4576,7.3571,-1.2626
58.1802,1301.7248,32.0609,41.3234,51.2001,250.4753,22.3913,23.7491,99.8164,85.7271,7.4657,7.3816,-1.2696
58.2793,1301.7615,32.055,41.3331,51.2136,250.6342,22.3972,23.7593,99.801,85.6974,7.4824,7.364,-1.2539
58.3784,1301.8157,32.0513,41.3002,51.2079,250.9047,22.4071,23.7759,99.7992,85.7264,7.4659,7.38,-1.2663
58.4775,1301.9543,32.0617,41.3043,51.2104,251.4444,22.411,23.757,99.7825,85.7286,7.4465,7.3958,-1.2675
58.5766,1302.3285,32.0872,41.329,51.234,252.9259,22.4033,23.7711,99.8017,85.73,7.4727,7.3659,-1.2656
58.6757,1302.3942,32.072,41.3291,51.2459,253.2624,22.4288,23.7608,99.8125,85.7589,7.4706,7.3752,-1.2745
58.7748,1302.5449,32.0598,41.3192,51.2483,253.8836,22.4081,23.7486,99.7838,85.7392,7.46,7.3778,-1.2684
58.8739,1302.5666,32.0601,41.3261,51.2627,254.0198,22.3961,23.7558,99.8203,85.7554,7.46,7.399,-1.2613
58.973,1302.6232,32.0517,41.3148,51.2607,254.2611,22.3881,23.7488,99.8147,85.7561,7.4772,7.3769,-1.2556
59.0721,1302.7455,32.0489,41.3098,51.2719,254.6595,22.4047,23.7494,99.8306,85.7601,7.4695,7.3948,-1.2684
59.1712,1302.7534,32.0296,41.2887,51.2808,254.808,22.4116,23.7486,99.811,85.7433,7.4625,7.3851,-1.2683
59.2703,1302.7603,32.0375,41.3183,51.2832,254.8355,22.4032,23.7585,99.8072,85.7598,7.4632,7.3755,-1.2824
59.3694,1302.7828,32.0648,41.3086,51.2559,254.8281,22.4076,23.7597,99.7958,85.7788,7.4888,7.3925,-1.2642
59.4685,1302.7723,32.0613,41.3018,51.2641,254.8285,22.3886,23.7443,99.8139,85.7705,7.4787,7.3795,-1.25
59.5676,1302.7816,32.0631,41.306,51.2684,254.7904,22.3934,23.7636,99.8108,85.7362,7.4604,7.3834,-1.254
59.6667,1302.7876,32.0535,41.2904,51.2759,254.7999,22.384,23.7601,99.8263,85.7673,7.4745,7.378,-1.2603
59.7658,1302.778,32.087,41.317,51.2697,254.8151,22.3826,23.7592,99.8053,85.746,7.476,7.3814,-1.2567
59.8649,1302.7599,32.0611,41.31,51.2619,254.8106,22.4202,23.7655,99.8061,85.7597,7.4514,7.3562,-1.2613
59.964,1302.7901,32.0747,41.3071,51.2649,254.7868,22.411,23.7549,99.8035,85.7773,7.4618,7.3917,-1.2466
60.0631,1302.7534,32.0538,41.3142,51.2653,254.7718,22.3942,23.7544,99.8099,85.7649,7.4619,7.3713,-1.2506
60.1622,1302.7643,32.0543,41.319,51.2693,254.73,22.4032,23.7627,99.8119,85.7569,7.4842,7.3737,-1.2601
60.2613,1302.7437,32.0561,41.2937,51.2612,254.7336,22.3901,23.7697,99.8011,85.7647,7.4621,7.3748,-1.2531
60.3604,1302.7461,32.0618,41.3075,51.26,254.6894,22.429,23.771,99.8226,85.7648,7.4844,7.3658,-1.2582
60.4595,1302.7266,32.062,41.3138,51.2668,254.5144,22.4004,23.7781,99.7984,85.7582,7.4757,7.3863,-1.2736
60.5586,1302.6866,32.0595,41.3304,51.271,254.4173,22.3873,23.7685,99.8307,85.7673,7.4846,7.363,-1.2693
60.6577,1302.6988,32.0655,41.3159,51.2781,254.394,22.3792,23.7588,99.8112,85.7643,7.4686,7.3797,-1.2588
60.7568,1302.6749,32.0616,41.3135,51.2867,254.3822,22.4275,23.7599,99.8331,85.7752,7.47,7.362,-1.2609
60.8559,1302.702,32.0586,41.3081,51.2516,254.3654,22.3987,23.7646,99.8153,85.7553,7.4882,7.3618,-1.2773
60.955,1302.6658,32.0519,41.312,51.2679,254.3261,22.4053,23.7417,99.8019,85.7624,7.4681,7.3723,-1.2558
61.0541,1302.6582,32.0597,41.3098,51.2926,254.2931,22.3903,23.764,99.8151,85.7559,7.4612,7.3721,-1.245
61.1532,1302.6579,32.0485,41.3115,51.2774,254.2459,22.4161,23.7657,99.8195,85.7678,7.4794,7.397,-1.2613
61.2523,1302.6347,32.0794,41.3193,51.2752,254.1711,22.3884,23.7366,99.7954,85.7407,7.4664,7.3911,-1.2515
61.3514,1302.5878,32.0587,41.3152,51.2535,254.0236,22.4042,23.7565,99.8307,85.7509,7.461,7.3813,-1.2604
61.4505,1302.5817,32.0384,41.299,51.2662,253.9732,22.4154,23.7658,99.8176,85.75,7.4853,7.3589,-1.2692
61.5495,1302.5875,32.0533,41.3169,51.271,253.9501,22.4077,23.7628,99.8204,85.757,7.4738,7.4005,-1.2571
61.6486,1302.5768,32.0824,41.2973,51.2679,253.9488,22.4091,23.7617,99.8127,85.7616,7.4818,7.3933,-1.2699
61.7477,1302.5626,32.0571,41.3098,51.2762,253.952,22.4134,23.7635,99.8103,85.7463,7.4736,7.3729,-1.2654
61.8468,1302.572,32.0712,41.3268,51.2645,253.9093,22.3985,23.7667,99.8008,85.7741,7.4634,7.3815,-1.2627
61.9459,1302.5575,32.0634,41.3187,51.2823,253.8895,22.3834,23.7595,99.8026,85.7575,7.4781,7.3691,-1.2532
62.045,1302.5257,32.0702,41.2874,51.2713,253.7813,22.408,23.7678,99.8061,85.7699,7.4601,7.3911,-1.2506
62.1441,1302.532,32.0662,41.3075,51.2644,253.702,22.4031,23.7582,99.8153,85.7529,7.4563,7.3839,-1.2642
62.2432,1302.4899,32.0573,41.3379,51.2615,253.673,22.4134,23.7612,99.7942,85.7572,7.5023,7.3714,-1.2513
62.3423,1302.4846,32.0806,41.3056,51.2814,253.5963,22.3753,23.769,99.7962,85.7598,7.4772,7.383,-1.2601
62.4414,1302.4471,32.0622,41.3212,51.2587,253.423,22.3833,23.7588,99.8269,85.7507,7.4819,7.3866,-1.2509
62.5405,1302.4096,32.0582,41.3232,51.2578,253.3719,22.4057,23.7434,99.8246,85.7675,7.4811,7.3723,-1.2444
62.6396,1302.4278,32.0554,41.313,51.2532,253.3673,22.3857,23.7282,99.8192,85.7571,7.4722,7.3831,-1.2714
62.7387,1302.4347,32.0506,41.3185,51.2951,253.3786,22.4036,23.7471,99.8131,85.7766,7.467,7.3633,-1.258
62.8378,1302.4297,32.0682,41.3317,51.2723,253.3778,22.3839,23.7667,99.7881,85.7519,7.4735,7.3768,-1.2681
62.9369,1302.4588,32.0577,41.3165,51.2681,253.5218,22.3987,23.7657,99.7998,85.7458,7.4634,7.382,-1.2496
63.036,1302.4729,32.0563,41.2861,51.288,253.5967,22.4187,23.7532,99.8081,85.7607,7.48,7.3925,-1.2752
63.1351,1302.4805,32.0665,41.3068,51.2686,253.5864,22.3949,23.7637,99.8125,85.752,7.4718,7.3646,-1.2704
63.2342,1302.4717,32.0525,41.3066,51.294,253.6309,22.3919,23.7515,99.8049,85.7593,7.4677,7.3809,-1.2676
63.3333,1302.4922,32.0741,41.2927,51.2719,253.6399,22.4233,23.7679,99.7948,85.7512,7.4794,7.3846,-1.2637
63.4324,1302.5075,32.0519,41.3214,51.281,253.6966,22.4027,23.7507,99.8112,85.7551,7.474,7.3818,-1.2658
